system,trainer,pool,n_human,n_generated,auroc,in_corpus
handcrafted,sonics,SONICS: YouTube full,6882,3614,0.6074910174469237,True
handcrafted,sonics,AB: FMA mp3 30 s,150,3614,0.4730640103301974,False
handcrafted,sonics,AB: MoM YouTube,155,3614,0.69341985468697,False
handcrafted,sonics,AB: SONICS YouTube,294,3614,0.6110853860083049,False
handcrafted,sonics,AB: YouTube lossless,73,3614,0.5705134522518971,False
single_support,artifactbench,FMC: MusicCaps 10 s,1102,3614,0.8202955435456187,False
single_support,artifactbench,Echoes: FMA 30 s,59,3614,0.8044656842974122,False
single_support,artifactbench,SONICS: YouTube full,6882,3614,0.8243292295276515,False
single_support,artifactbench,AB: FMA mp3 30 s,150,3614,0.8086792104777716,True
single_support,artifactbench,AB: MoM YouTube,347,3614,0.81340336730837,True
single_support,artifactbench,AB: SONICS YouTube,294,3614,0.8222793821457747,True
single_support,artifactbench,AB: YouTube lossless,73,3614,0.7774143172290409,True
single_support,echoes,FMC: MusicCaps 10 s,1102,3614,0.8490328496660999,False
single_support,echoes,Echoes: FMA 30 s,59,3614,0.8100513070638664,True
single_support,echoes,SONICS: YouTube full,6882,3614,0.8368870325240714,False
single_support,echoes,AB: FMA mp3 30 s,150,3614,0.8373215273934699,False
single_support,echoes,AB: MoM YouTube,347,3614,0.8386533956164708,False
single_support,echoes,AB: SONICS YouTube,294,3614,0.8404607554145067,False
single_support,echoes,AB: YouTube lossless,73,3614,0.7817316220785226,False
single_support,fakemusiccaps,FMC: MusicCaps 10 s,1102,3614,0.8460072093100334,True
single_support,fakemusiccaps,Echoes: FMA 30 s,59,3614,0.7721291024546726,False
single_support,fakemusiccaps,SONICS: YouTube full,6882,3614,0.8363720464846016,False
single_support,fakemusiccaps,AB: FMA mp3 30 s,150,3614,0.8194373731783804,False
single_support,fakemusiccaps,AB: MoM YouTube,347,3614,0.8327262375424422,False
single_support,fakemusiccaps,AB: SONICS YouTube,294,3614,0.8395007698707596,False
single_support,fakemusiccaps,AB: YouTube lossless,73,3614,0.827205464290317,False
single_support,sonics,FMC: MusicCaps 10 s,1102,3614,0.7713768396144456,False
single_support,sonics,Echoes: FMA 30 s,59,3614,0.753932447262529,False
single_support,sonics,SONICS: YouTube full,6882,3614,0.7851474303087207,True
single_support,sonics,AB: FMA mp3 30 s,150,3614,0.7593119350673307,False
single_support,sonics,AB: MoM YouTube,155,3614,0.8000981844797115,False
single_support,sonics,AB: SONICS YouTube,294,3614,0.7900624555300815,False
single_support,sonics,AB: YouTube lossless,73,3614,0.7640985209724738,False
attention_pooling,artifactbench,FMC: MusicCaps 10 s,1102,3614,0.9222438048444394,False
attention_pooling,artifactbench,Echoes: FMA 30 s,59,3614,0.9752305065986325,False
attention_pooling,artifactbench,SONICS: YouTube full,2500,3614,0.9865648588821251,False
attention_pooling,artifactbench,AB: FMA mp3 30 s,150,3614,0.9565329275041504,True
attention_pooling,artifactbench,AB: MoM YouTube,347,3614,0.9905044264300374,True
attention_pooling,artifactbench,AB: SONICS YouTube,294,3614,0.9870731358398368,True
attention_pooling,artifactbench,AB: YouTube lossless,73,3614,0.9787053392059797,True
attention_pooling,echoes,FMC: MusicCaps 10 s,1102,3614,0.9012875417940114,False
attention_pooling,echoes,Echoes: FMA 30 s,59,3614,0.9899519758378433,True
attention_pooling,echoes,SONICS: YouTube full,2500,3614,0.9513014388489209,False
attention_pooling,echoes,AB: FMA mp3 30 s,150,3614,0.9630474082272644,False
attention_pooling,echoes,AB: MoM YouTube,347,3614,0.9570944884526873,False
attention_pooling,echoes,AB: SONICS YouTube,294,3614,0.9504802751205629,False
attention_pooling,echoes,AB: YouTube lossless,73,3614,0.8987518099324545,False
attention_pooling,fakemusiccaps,FMC: MusicCaps 10 s,1102,3614,0.6088351711482971,True
attention_pooling,fakemusiccaps,Echoes: FMA 30 s,59,3614,0.6137244050913117,False
attention_pooling,fakemusiccaps,SONICS: YouTube full,2500,3614,0.763068898727172,False
attention_pooling,fakemusiccaps,AB: FMA mp3 30 s,150,3614,0.5598736395498985,False
attention_pooling,fakemusiccaps,AB: MoM YouTube,347,3614,0.7532307118171568,False
attention_pooling,fakemusiccaps,AB: SONICS YouTube,294,3614,0.763333916853958,False
attention_pooling,fakemusiccaps,AB: YouTube lossless,73,3614,0.7410034038101446,False
attention_pooling,sonics,FMC: MusicCaps 10 s,1102,3614,0.6061978422287997,False
attention_pooling,sonics,Echoes: FMA 30 s,59,3614,0.6777339536454279,False
attention_pooling,sonics,SONICS: YouTube full,2500,3614,0.7066391256225789,True
attention_pooling,sonics,AB: FMA mp3 30 s,150,3614,0.6402868474451208,False
attention_pooling,sonics,AB: MoM YouTube,155,3614,0.6492903939875395,False
attention_pooling,sonics,AB: SONICS YouTube,294,3614,0.7014647308840525,False
attention_pooling,sonics,AB: YouTube lossless,73,3614,0.7360095064096247,False
mean_pooling,artifactbench,FMC: MusicCaps 10 s,1102,3614,0.8787635952943634,False
mean_pooling,artifactbench,Echoes: FMA 30 s,59,3614,0.9457312898051833,False
mean_pooling,artifactbench,SONICS: YouTube full,2500,3614,0.9808385168788046,False
mean_pooling,artifactbench,AB: FMA mp3 30 s,150,3614,0.93072864785095,True
mean_pooling,artifactbench,AB: MoM YouTube,347,3614,0.9868574659226288,True
mean_pooling,artifactbench,AB: SONICS YouTube,294,3614,0.9790379627224437,True
mean_pooling,artifactbench,AB: YouTube lossless,73,3614,0.963304803996634,True
mean_pooling,echoes,FMC: MusicCaps 10 s,1102,3614,0.9066440551314356,False
mean_pooling,echoes,Echoes: FMA 30 s,59,3614,0.9935021995441456,True
mean_pooling,echoes,SONICS: YouTube full,2500,3614,0.9620591034864415,False
mean_pooling,echoes,AB: FMA mp3 30 s,150,3614,0.9685510053495664,False
mean_pooling,echoes,AB: MoM YouTube,347,3614,0.967170976143049,False
mean_pooling,echoes,AB: SONICS YouTube,294,3614,0.9594288462479623,False
mean_pooling,echoes,AB: YouTube lossless,73,3614,0.9119103031589482,False
mean_pooling,fakemusiccaps,FMC: MusicCaps 10 s,1102,3614,0.5918969835997739,True
mean_pooling,fakemusiccaps,Echoes: FMA 30 s,59,3614,0.5437259058463789,False
mean_pooling,fakemusiccaps,SONICS: YouTube full,2500,3614,0.7184279468732706,False
mean_pooling,fakemusiccaps,AB: FMA mp3 30 s,150,3614,0.5100304371887106,False
mean_pooling,fakemusiccaps,AB: MoM YouTube,347,3614,0.7076399177709484,False
mean_pooling,fakemusiccaps,AB: SONICS YouTube,294,3614,0.7093831998765195,False
mean_pooling,fakemusiccaps,AB: YouTube lossless,73,3614,0.7137823987385434,False
mean_pooling,sonics,FMC: MusicCaps 10 s,1102,3614,0.545615985223827,False
mean_pooling,sonics,Echoes: FMA 30 s,59,3614,0.7217811148734207,False
mean_pooling,sonics,SONICS: YouTube full,2500,3614,0.6916242944106252,True
mean_pooling,sonics,AB: FMA mp3 30 s,150,3614,0.6167579782327983,False
mean_pooling,sonics,AB: MoM YouTube,155,3614,0.64107860113894,False
mean_pooling,sonics,AB: SONICS YouTube,294,3614,0.6903914858693893,False
mean_pooling,sonics,AB: YouTube lossless,73,3614,0.6953457255270599,False
fixed_fusion,artifactbench,FMC: MusicCaps 10 s,1102,3614,0.8994632438681193,False
fixed_fusion,artifactbench,Echoes: FMA 30 s,59,3614,0.8929844390458951,False
fixed_fusion,artifactbench,SONICS: YouTube full,6882,3614,0.9380508000547453,False
fixed_fusion,artifactbench,AB: FMA mp3 30 s,148,3614,0.9056774331054906,True
fixed_fusion,artifactbench,AB: MoM YouTube,347,3614,0.9248758829336442,True
fixed_fusion,artifactbench,AB: SONICS YouTube,294,3614,0.9250557168080293,True
fixed_fusion,artifactbench,AB: YouTube lossless,73,3614,0.887750073913472,True
fixed_fusion,echoes,FMC: MusicCaps 10 s,1102,3614,0.9107584238347142,False
fixed_fusion,echoes,Echoes: FMA 30 s,59,3614,0.9550945944678416,True
fixed_fusion,echoes,SONICS: YouTube full,6882,3614,0.9109349365789375,False
fixed_fusion,echoes,AB: FMA mp3 30 s,148,3614,0.9513706082950687,False
fixed_fusion,echoes,AB: MoM YouTube,347,3614,0.9183793732028344,False
fixed_fusion,echoes,AB: SONICS YouTube,294,3614,0.9216284743006223,False
fixed_fusion,echoes,AB: YouTube lossless,73,3614,0.8447267475798076,False
fixed_fusion,fakemusiccaps,FMC: MusicCaps 10 s,1102,3614,0.8966323241839308,True
fixed_fusion,fakemusiccaps,Echoes: FMA 30 s,59,3614,0.8587766032284994,False
fixed_fusion,fakemusiccaps,SONICS: YouTube full,6882,3614,0.907968937036006,False
fixed_fusion,fakemusiccaps,AB: FMA mp3 30 s,148,3614,0.8875899280575541,False
fixed_fusion,fakemusiccaps,AB: MoM YouTube,347,3614,0.8775917860258455,False
fixed_fusion,fakemusiccaps,AB: SONICS YouTube,294,3614,0.8762564516675514,False
fixed_fusion,fakemusiccaps,AB: YouTube lossless,73,3614,0.8574891404052732,False
fixed_fusion,sonics,FMC: MusicCaps 10 s,1102,3614,0.8061243731526018,False
fixed_fusion,sonics,Echoes: FMA 30 s,59,3614,0.8566896157129055,False
fixed_fusion,sonics,SONICS: YouTube full,6882,3614,0.873056051838832,True
fixed_fusion,sonics,AB: FMA mp3 30 s,148,3614,0.8023050374669078,False
fixed_fusion,sonics,AB: MoM YouTube,155,3614,0.8117071603263294,False
fixed_fusion,sonics,AB: SONICS YouTube,294,3614,0.8286054045303788,False
fixed_fusion,sonics,AB: YouTube lossless,73,3614,0.7743440653167666,False
learned_fusion,artifactbench,FMC: MusicCaps 10 s,1102,3614,0.9227053091576716,False
learned_fusion,artifactbench,Echoes: FMA 30 s,59,3614,0.9342059598735614,False
learned_fusion,artifactbench,SONICS: YouTube full,2500,3614,0.963817044825678,False
learned_fusion,echoes,FMC: MusicCaps 10 s,1102,3614,0.9164340731798198,False
learned_fusion,echoes,SONICS: YouTube full,2500,3614,0.9192485888212508,False
learned_fusion,echoes,AB: FMA mp3 30 s,148,3614,0.9336289803915704,False
learned_fusion,echoes,AB: MoM YouTube,347,3614,0.9148053758279124,False
learned_fusion,echoes,AB: SONICS YouTube,294,3614,0.9207616638243564,False
learned_fusion,echoes,AB: YouTube lossless,73,3614,0.8603907179840953,False
learned_fusion,fakemusiccaps,Echoes: FMA 30 s,59,3614,0.8099106112762984,False
learned_fusion,fakemusiccaps,SONICS: YouTube full,2500,3614,0.8897390149418927,False
learned_fusion,fakemusiccaps,AB: FMA mp3 30 s,148,3614,0.8062115795928746,False
learned_fusion,fakemusiccaps,AB: MoM YouTube,347,3614,0.8855882263818738,False
learned_fusion,fakemusiccaps,AB: SONICS YouTube,294,3614,0.8927225566485587,False
learned_fusion,fakemusiccaps,AB: YouTube lossless,73,3614,0.8781830173374473,False
learned_fusion,sonics,FMC: MusicCaps 10 s,1102,3614,0.8019182308766974,False
learned_fusion,sonics,Echoes: FMA 30 s,59,3614,0.8245195238854548,False
learned_fusion,sonics,AB: FMA mp3 30 s,148,3614,0.8139068786550802,False
learned_fusion,sonics,AB: MoM YouTube,155,3614,0.8273649070817788,False
learned_fusion,sonics,AB: SONICS YouTube,294,3614,0.8508888336740341,False
learned_fusion,sonics,AB: YouTube lossless,73,3614,0.8592573780806756,False
