system,trainer,target,generator,brand,decoder_class,seen_brand,seen_class,n_generated,n_human,auroc
single_support,fakemusiccaps,echoes,brev,Brev,unknown_proprietary,False,False,68,59,0.8339980059820539
single_support,fakemusiccaps,echoes,diffrhythm,DiffRhythm,continuous_vae,False,True,120,59,0.9846045197740113
single_support,fakemusiccaps,echoes,mubert,Mubert,non_neural,False,False,32,59,0.423728813559322
single_support,fakemusiccaps,echoes,producer,Riffusion,unknown_proprietary,False,False,68,59,0.8771186440677966
single_support,fakemusiccaps,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.8656283402046114
single_support,fakemusiccaps,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.4871670702179177
single_support,fakemusiccaps,echoes,suno,Suno,unknown_proprietary,False,False,68,59,0.7308075772681955
single_support,fakemusiccaps,echoes,udio,Udio,unknown_proprietary,False,False,68,59,0.35892323030907275
single_support,fakemusiccaps,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,False,False,1759,6882,0.9870954689950088
single_support,fakemusiccaps,sonics,chirp-v3,Suno,unknown_proprietary,False,False,3637,6882,0.9890300910505441
single_support,fakemusiccaps,sonics,chirp-v3.5,Suno,unknown_proprietary,False,False,1590,6882,0.9757806802542044
single_support,fakemusiccaps,sonics,udio-120s,Udio,unknown_proprietary,False,False,1619,6882,0.449666387182576
single_support,fakemusiccaps,sonics,udio-30s,Udio-32,unknown_proprietary,False,False,4173,6882,0.46829796912703153
single_support,fakemusiccaps,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.991594472041825
single_support,fakemusiccaps,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9711655800006973
single_support,fakemusiccaps,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.6556380743146433
single_support,fakemusiccaps,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.47245738317039604
single_support,fakemusiccaps,music8k,suno_v5.5,Suno,unknown_proprietary,False,False,330,1102,0.9717235879667822
single_support,fakemusiccaps,music8k,sunov5_new,Suno,unknown_proprietary,False,False,340,1102,0.8339729902850433
single_support,sonics,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,False,100,672,0.7456994047619048
single_support,sonics,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,672,0.9966145833333333
single_support,sonics,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,672,0.9999069940476191
single_support,sonics,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,6,672,1.0
single_support,sonics,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,672,0.9339781746031746
single_support,sonics,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,672,0.9577380952380952
single_support,sonics,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,672,0.8992559523809525
single_support,sonics,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,672,0.5905357142857143
single_support,sonics,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,672,0.8791170634920635
single_support,sonics,artifactbench,Stable Audio v1,StableAudio,continuous_vae,False,False,50,672,0.8723511904761905
single_support,sonics,artifactbench,Stable Audio v2,StableAudio,continuous_vae,False,False,50,672,0.7999404761904761
single_support,sonics,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,672,0.8831659226190476
single_support,sonics,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,672,1.0
single_support,sonics,artifactbench,Suno v3.5,Suno,unknown_proprietary,True,True,30,672,0.9996031746031746
single_support,sonics,artifactbench,Suno v4,Suno,unknown_proprietary,True,True,100,672,0.8131845238095239
single_support,sonics,artifactbench,Udio,Udio,unknown_proprietary,True,True,100,672,0.9983779761904762
single_support,sonics,artifactbench,Udio (AIME),Udio,unknown_proprietary,True,True,30,672,0.9919146825396825
single_support,sonics,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,True,True,8,672,1.0
single_support,sonics,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,True,80,672,0.9917596726190476
single_support,sonics,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,672,0.9812686011904761
single_support,sonics,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,672,0.980489417989418
single_support,sonics,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,672,0.9769782913165266
single_support,sonics,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,672,0.995
single_support,sonics,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.7977995837050251
single_support,sonics,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.7954310980103169
single_support,sonics,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.8083250249252244
single_support,sonics,echoes,diffrhythm,DiffRhythm,continuous_vae,False,False,120,59,0.6781073446327684
single_support,sonics,echoes,mubert,Mubert,non_neural,False,False,32,59,0.4666313559322034
single_support,sonics,echoes,producer,Riffusion,unknown_proprietary,False,True,68,59,0.5844965104685942
single_support,sonics,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.8076042143838753
single_support,sonics,echoes,stableaudio,StableAudio,continuous_vae,False,False,35,59,0.5777239709443098
single_support,sonics,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.6916749750747756
single_support,sonics,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.979062811565304
single_support,sonics,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.9157468962886978
single_support,sonics,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.8112682967726663
single_support,sonics,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.7596563560325101
single_support,sonics,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.9513828612009784
single_support,sonics,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,False,False,1104,1102,0.7510553933559536
single_support,sonics,music8k,acestep1.5,AceStep,continuous_vae,False,False,989,1102,0.9746246827626577
single_support,sonics,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9153419006531006
single_support,sonics,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.45603090075460884
single_support,sonics,music8k,mureka_v9,Mureka,continuous_vae,False,False,662,1102,0.33979142564192544
single_support,sonics,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.9358301710388826
single_support,sonics,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.7240578627095121
fingerprint,artifactbench,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.8102884329467737
fingerprint,artifactbench,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.9459100957995579
fingerprint,artifactbench,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.755234297108674
fingerprint,artifactbench,echoes,diffrhythm,DiffRhythm,continuous_vae,True,True,120,59,0.902683615819209
fingerprint,artifactbench,echoes,mubert,Mubert,non_neural,False,False,32,59,0.4120762711864407
fingerprint,artifactbench,echoes,producer,Riffusion,unknown_proprietary,True,True,68,59,0.8320039880358924
fingerprint,artifactbench,echoes,songgen,SongGen,rvq_xcodec,False,True,111,59,0.9447243854023515
fingerprint,artifactbench,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.5346246973365617
fingerprint,artifactbench,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.7833998005982055
fingerprint,artifactbench,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.5994516450648055
fingerprint,artifactbench,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,True,True,1104,1102,0.9443510152818329
fingerprint,artifactbench,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.8315036560667034
fingerprint,artifactbench,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.8176799758015729
fingerprint,artifactbench,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.8727420829059154
fingerprint,artifactbench,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.8905021173623714
fingerprint,artifactbench,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,1759,6882,0.9794932657537876
fingerprint,artifactbench,sonics,chirp-v3,Suno,unknown_proprietary,True,True,3637,6882,0.9846818800316456
fingerprint,artifactbench,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,1590,6882,0.9813781828084932
fingerprint,artifactbench,sonics,udio-120s,Udio,unknown_proprietary,True,True,1619,6882,0.9278535244882453
fingerprint,artifactbench,sonics,udio-30s,Udio-32,unknown_proprietary,True,True,4173,6882,0.9290114074557849
fingerprint,artifactbench,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.857365686801642
fingerprint,artifactbench,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.8859789811336681
fingerprint,artifactbench,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.541607961600917
fingerprint,artifactbench,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.4746876045202077
fingerprint,artifactbench,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.8791261068030578
fingerprint,artifactbench,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.728832603821928
fingerprint,echoes,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,True,True,100,864,0.897523148148148
fingerprint,echoes,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,864,0.9687789351851852
fingerprint,echoes,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,864,0.9789641203703704
fingerprint,echoes,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,80,864,0.9574797453703704
fingerprint,echoes,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,864,0.7653163580246913
fingerprint,echoes,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,864,0.8075231481481482
fingerprint,echoes,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,864,0.8133487654320988
fingerprint,echoes,artifactbench,Riffusion,Riffusion,griffin_lim,True,False,100,864,0.7635069444444443
fingerprint,echoes,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,True,False,30,864,0.6904706790123456
fingerprint,echoes,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,864,0.8571990740740741
fingerprint,echoes,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,864,0.9000925925925926
fingerprint,echoes,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,864,0.8535445601851851
fingerprint,echoes,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,864,0.9376929012345679
fingerprint,echoes,artifactbench,Suno v3.5,Suno,unknown_proprietary,True,True,30,864,0.9571373456790124
fingerprint,echoes,artifactbench,Suno v4,Suno,unknown_proprietary,True,True,100,864,0.7990509259259259
fingerprint,echoes,artifactbench,Udio,Udio,unknown_proprietary,True,True,100,864,0.6627199074074075
fingerprint,echoes,artifactbench,Udio (AIME),Udio,unknown_proprietary,True,True,30,864,0.6935185185185185
fingerprint,echoes,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,True,True,80,864,0.8600549768518518
fingerprint,echoes,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,True,80,864,0.8918402777777777
fingerprint,echoes,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,864,0.5898871527777777
fingerprint,echoes,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,864,0.6102752057613169
fingerprint,echoes,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,864,0.6708877995642701
fingerprint,echoes,artifactbench,Yue,Yue,rvq_xcodec,False,True,100,864,0.8938078703703702
fingerprint,echoes,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.8468652187064363
fingerprint,echoes,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,True,True,1104,1102,0.8082348628317421
fingerprint,echoes,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,True,1104,1102,0.790670454246561
fingerprint,echoes,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,True,1104,1102,0.8546598411320656
fingerprint,echoes,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.8715370932954576
fingerprint,echoes,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,1759,6882,0.9658366760459225
fingerprint,echoes,sonics,chirp-v3,Suno,unknown_proprietary,True,True,3637,6882,0.973296986308419
fingerprint,echoes,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,1590,6882,0.9744121479970537
fingerprint,echoes,sonics,udio-120s,Udio,unknown_proprietary,True,True,1619,6882,0.8649468971252628
fingerprint,echoes,sonics,udio-30s,Udio-32,unknown_proprietary,False,True,4173,6882,0.8541795546619182
fingerprint,echoes,music8k,acestep1.5,AceStep,continuous_vae,True,True,989,1102,0.7964799729878023
fingerprint,echoes,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.7360502735168524
fingerprint,echoes,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.6964818750597
fingerprint,echoes,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.553253902544673
fingerprint,echoes,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.8861711488753231
fingerprint,echoes,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.798638838475499
fingerprint,fakemusiccaps,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,True,100,864,0.9855787037037037
fingerprint,fakemusiccaps,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,False,False,80,864,0.989525462962963
fingerprint,fakemusiccaps,artifactbench,Google Chirp v3,Suno,unknown_proprietary,False,False,80,864,0.9830873842592593
fingerprint,fakemusiccaps,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,False,False,80,864,0.9858506944444444
fingerprint,fakemusiccaps,artifactbench,MusicGen Large,MusicGen,rvq_encodec,True,True,30,864,0.9972608024691358
fingerprint,fakemusiccaps,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,True,True,30,864,1.0
fingerprint,fakemusiccaps,artifactbench,MusicGen Small,MusicGen,rvq_encodec,True,True,30,864,0.9998070987654321
fingerprint,fakemusiccaps,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,864,0.8924884259259259
fingerprint,fakemusiccaps,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,864,0.628125
fingerprint,fakemusiccaps,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,864,0.9756712962962963
fingerprint,fakemusiccaps,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,864,0.9935879629629629
fingerprint,fakemusiccaps,artifactbench,Suno (mixed),Suno,unknown_proprietary,False,False,80,864,0.93359375
fingerprint,fakemusiccaps,artifactbench,Suno v3,Suno,unknown_proprietary,False,False,30,864,0.9981481481481482
fingerprint,fakemusiccaps,artifactbench,Suno v3.5,Suno,unknown_proprietary,False,False,30,864,0.9718364197530864
fingerprint,fakemusiccaps,artifactbench,Suno v4,Suno,unknown_proprietary,False,False,100,864,0.8986689814814813
fingerprint,fakemusiccaps,artifactbench,Udio,Udio,unknown_proprietary,False,False,100,864,0.5224074074074074
fingerprint,fakemusiccaps,artifactbench,Udio (AIME),Udio,unknown_proprietary,False,False,30,864,0.5097993827160494
fingerprint,fakemusiccaps,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,False,False,80,864,0.5027922453703704
fingerprint,fakemusiccaps,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,False,80,864,0.5364149305555556
fingerprint,fakemusiccaps,artifactbench,Udio (mixed),Udio,unknown_proprietary,False,False,80,864,0.55078125
fingerprint,fakemusiccaps,artifactbench,Udio CDN,Udio,unknown_proprietary,False,False,18,864,0.4493312757201646
fingerprint,fakemusiccaps,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,False,False,17,864,0.6575435729847494
fingerprint,fakemusiccaps,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,864,0.9935532407407407
fingerprint,fakemusiccaps,echoes,acestep,AceStep,mel_vae_hifigan,False,True,57,59,0.9815640796907523
fingerprint,fakemusiccaps,echoes,audioldm,AudioLDM,mel_vae_hifigan,True,True,115,59,0.9946941783345615
fingerprint,fakemusiccaps,echoes,brev,Brev,unknown_proprietary,False,False,68,59,0.9130109670987039
fingerprint,fakemusiccaps,echoes,diffrhythm,DiffRhythm,continuous_vae,False,True,120,59,0.9956214689265537
fingerprint,fakemusiccaps,echoes,mubert,Mubert,non_neural,False,False,32,59,0.5651483050847458
fingerprint,fakemusiccaps,echoes,producer,Riffusion,unknown_proprietary,False,False,68,59,0.9364406779661016
fingerprint,fakemusiccaps,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.9648801343716599
fingerprint,fakemusiccaps,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.8561743341404359
fingerprint,fakemusiccaps,echoes,suno,Suno,unknown_proprietary,False,False,68,59,0.9322033898305085
fingerprint,fakemusiccaps,echoes,udio,Udio,unknown_proprietary,False,False,68,59,0.5633100697906281
fingerprint,fakemusiccaps,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,False,False,1759,6882,0.9847143077350857
fingerprint,fakemusiccaps,sonics,chirp-v3,Suno,unknown_proprietary,False,False,3637,6882,0.9803112557598265
fingerprint,fakemusiccaps,sonics,chirp-v3.5,Suno,unknown_proprietary,False,False,1590,6882,0.9656318826434468
fingerprint,fakemusiccaps,sonics,udio-120s,Udio,unknown_proprietary,False,False,1619,6882,0.5188646376157584
fingerprint,fakemusiccaps,sonics,udio-30s,Udio-32,unknown_proprietary,False,False,4173,6882,0.5156591971484947
fingerprint,fakemusiccaps,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.9829632307469276
fingerprint,fakemusiccaps,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9914256458062277
fingerprint,fakemusiccaps,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.7488656987295825
fingerprint,fakemusiccaps,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.5231822393780053
fingerprint,fakemusiccaps,music8k,suno_v5.5,Suno,unknown_proprietary,False,False,330,1102,0.9757603255788374
fingerprint,fakemusiccaps,music8k,sunov5_new,Suno,unknown_proprietary,False,False,340,1102,0.8775435037899006
fingerprint,sonics,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,False,100,672,0.3538839285714286
fingerprint,sonics,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,672,0.9989769345238095
fingerprint,sonics,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,672,0.9994791666666667
fingerprint,sonics,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,6,672,0.9997519841269842
fingerprint,sonics,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,672,0.4380952380952381
fingerprint,sonics,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,672,0.45590277777777777
fingerprint,sonics,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,672,0.4776289682539682
fingerprint,sonics,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,672,0.5025744047619047
fingerprint,sonics,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,672,0.8038194444444445
fingerprint,sonics,artifactbench,Stable Audio v1,StableAudio,continuous_vae,False,False,50,672,0.5194345238095238
fingerprint,sonics,artifactbench,Stable Audio v2,StableAudio,continuous_vae,False,False,50,672,0.511875
fingerprint,sonics,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,672,0.6624813988095238
fingerprint,sonics,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,672,0.6362599206349207
fingerprint,sonics,artifactbench,Suno v3.5,Suno,unknown_proprietary,True,True,30,672,0.7384920634920635
fingerprint,sonics,artifactbench,Suno v4,Suno,unknown_proprietary,True,True,100,672,0.6160565476190477
fingerprint,sonics,artifactbench,Udio,Udio,unknown_proprietary,True,True,100,672,0.6857738095238095
fingerprint,sonics,artifactbench,Udio (AIME),Udio,unknown_proprietary,True,True,30,672,0.6888888888888889
fingerprint,sonics,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,True,True,8,672,0.9992559523809524
fingerprint,sonics,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,True,80,672,0.9984747023809524
fingerprint,sonics,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,672,0.7175595238095238
fingerprint,sonics,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,672,0.7005621693121693
fingerprint,sonics,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,672,0.7207633053221288
fingerprint,sonics,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,672,0.7017857142857142
fingerprint,sonics,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.6577460600654177
fingerprint,sonics,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.9991156963890936
fingerprint,sonics,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.7574775672981057
fingerprint,sonics,echoes,diffrhythm,DiffRhythm,continuous_vae,False,False,120,59,0.3357344632768361
fingerprint,sonics,echoes,mubert,Mubert,non_neural,False,False,32,59,0.4984110169491526
fingerprint,sonics,echoes,producer,Riffusion,unknown_proprietary,False,True,68,59,0.53938185443669
fingerprint,sonics,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.9987784394564057
fingerprint,sonics,echoes,stableaudio,StableAudio,continuous_vae,False,False,35,59,0.8358353510895884
fingerprint,sonics,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.7701894317048854
fingerprint,sonics,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.782901296111665
fingerprint,sonics,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.5563969659906889
fingerprint,sonics,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.5984894066124832
fingerprint,sonics,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.7419102948525738
fingerprint,sonics,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.7511162182066862
fingerprint,sonics,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,False,False,1104,1102,0.4109433769957126
fingerprint,sonics,music8k,acestep1.5,AceStep,continuous_vae,False,False,989,1102,0.49947975828487223
fingerprint,sonics,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.6923912584711317
fingerprint,sonics,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.6026154599293152
fingerprint,sonics,music8k,mureka_v9,Mureka,continuous_vae,False,False,662,1102,0.5898613342398604
fingerprint,sonics,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.6248666336688116
fingerprint,sonics,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.6281199957296894
trajectory,artifactbench,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.9848349687778768
trajectory,artifactbench,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.9709653647752394
trajectory,artifactbench,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.8885842472582253
trajectory,artifactbench,echoes,diffrhythm,DiffRhythm,continuous_vae,True,True,120,59,0.9645480225988701
trajectory,artifactbench,echoes,mubert,Mubert,non_neural,False,False,32,59,0.6324152542372882
trajectory,artifactbench,echoes,producer,Riffusion,unknown_proprietary,True,True,68,59,0.9808075772681955
trajectory,artifactbench,echoes,songgen,SongGen,rvq_xcodec,False,True,111,59,0.9906856008550924
trajectory,artifactbench,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.9254237288135594
trajectory,artifactbench,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.8718843469591226
trajectory,artifactbench,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.8322532402791625
trajectory,artifactbench,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,True,True,1104,1102,0.9181971514242878
trajectory,artifactbench,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.825644743417765
trajectory,artifactbench,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.7851863541913253
trajectory,artifactbench,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.8787374404902811
trajectory,artifactbench,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.8896439937925774
trajectory,artifactbench,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,1759,6882,0.9872521754272748
trajectory,artifactbench,sonics,chirp-v3,Suno,unknown_proprietary,True,True,3637,6882,0.9898600605980845
trajectory,artifactbench,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,1590,6882,0.9836575772363964
trajectory,artifactbench,sonics,udio-120s,Udio,unknown_proprietary,True,True,1619,6882,0.911709414090414
trajectory,artifactbench,sonics,udio-30s,Udio-32,unknown_proprietary,True,True,4173,6882,0.9097037716271963
trajectory,artifactbench,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.8380708666474597
trajectory,artifactbench,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.8718535469107551
trajectory,artifactbench,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.7619071783360398
trajectory,artifactbench,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.7386926269732045
trajectory,artifactbench,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.8396854204476709
trajectory,artifactbench,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.7363643642574997
trajectory,echoes,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,True,True,100,862,0.9349303944315546
trajectory,echoes,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,862,0.9925174013921113
trajectory,echoes,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,862,0.991719837587007
trajectory,echoes,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,80,862,0.9816560324825985
trajectory,echoes,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,862,0.9797370456303172
trajectory,echoes,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,862,0.8697215777262182
trajectory,echoes,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,862,0.9645784996133023
trajectory,echoes,artifactbench,Riffusion,Riffusion,griffin_lim,True,False,100,862,0.9812180974477958
trajectory,echoes,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,True,False,30,862,0.44292343387471
trajectory,echoes,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,862,0.9164965197215776
trajectory,echoes,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,862,0.918584686774942
trajectory,echoes,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,862,0.89669373549884
trajectory,echoes,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,862,0.9897525135344162
