system,condition,target,level,family,generator,n_human,n_generated,auroc
two_member,artifactbench__without_StableAudio,artifactbench,generator,MusicGen,MusicGen Medium,860,30,1.0
two_member,artifactbench__without_StableAudio,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9902131782945737
two_member,artifactbench__without_StableAudio,artifactbench,generator,Riffusion,Riffusion,860,100,0.9332151162790696
two_member,artifactbench__without_StableAudio,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.7463565891472869
two_member,artifactbench__without_StableAudio,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9814883720930232
two_member,artifactbench__without_StableAudio,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.981139534883721
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,1.0
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9999709302325581
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9998982558139534
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Suno (mixed),860,80,0.9701380813953489
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Suno v3,860,30,0.9999612403100775
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Suno v3.5,860,29,0.9999198075380914
two_member,artifactbench__without_StableAudio,artifactbench,generator,Suno,Suno v4,860,100,0.9376976744186047
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio,860,100,0.9842093023255813
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio (AIME),860,30,0.9749031007751938
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9996729651162791
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.9749927325581396
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio (mixed),860,80,0.9300944767441861
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio CDN,860,18,0.9085917312661498
two_member,artifactbench__without_StableAudio,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.9400820793433652
two_member,artifactbench__without_StableAudio,artifactbench,generator,Yue,Yue,860,100,0.9996162790697675
two_member,artifactbench__count_control_StableAudio,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9997151162790697
two_member,artifactbench__count_control_StableAudio,artifactbench,family,MusicGen,MusicGen,860,90,0.9985917312661499
two_member,artifactbench__count_control_StableAudio,artifactbench,family,Riffusion,Riffusion,860,130,0.9301296958855099
two_member,artifactbench__count_control_StableAudio,artifactbench,family,StableAudio,StableAudio,860,100,0.9960930232558141
two_member,artifactbench__count_control_StableAudio,artifactbench,family,Suno,Suno,860,479,0.9850779239695101
two_member,artifactbench__count_control_StableAudio,artifactbench,family,Udio,Udio,860,405,0.9738673557278209
two_member,artifactbench__count_control_StableAudio,artifactbench,family,Yue,Yue,860,100,0.9991511627906976
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9997151162790697
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,MusicGen,MusicGen Large,860,30,1.0
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,MusicGen,MusicGen Medium,860,30,1.0
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9957751937984496
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Riffusion,Riffusion,860,100,0.9769476744186046
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.7740697674418604
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9951279069767442
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9970581395348836
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,1.0
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Google Chirp v3,860,80,1.0
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9999418604651162
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Suno (mixed),860,80,0.9733357558139535
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Suno v3,860,30,0.9998449612403101
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Suno v3.5,860,29,0.9997594226142742
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Suno,Suno v4,860,100,0.9500174418604652
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio,860,100,0.9848779069767442
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio (AIME),860,30,0.9798255813953488
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9993677325581396
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.9864316860465115
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio (mixed),860,80,0.9398473837209302
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio CDN,860,18,0.9271640826873384
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.9290013679890561
two_member,artifactbench__count_control_StableAudio,artifactbench,generator,Yue,Yue,860,100,0.9991511627906976
two_member,artifactbench__without_DiffRhythm,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9996686046511628
two_member,artifactbench__without_DiffRhythm,artifactbench,family,MusicGen,MusicGen,860,90,0.9984883720930232
two_member,artifactbench__without_DiffRhythm,artifactbench,family,Riffusion,Riffusion,860,130,0.9389132379248659
two_member,artifactbench__without_DiffRhythm,artifactbench,family,StableAudio,StableAudio,860,100,0.9953023255813953
two_member,artifactbench__without_DiffRhythm,artifactbench,family,Suno,Suno,860,479,0.98437636549012
two_member,artifactbench__without_DiffRhythm,artifactbench,family,Udio,Udio,860,405,0.9761599196095321
two_member,artifactbench__without_DiffRhythm,artifactbench,family,Yue,Yue,860,100,0.9991860465116279
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9996686046511628
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.999922480620155
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Medium,860,30,1.0
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9955426356589148
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Riffusion,Riffusion,860,100,0.9736627906976745
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8230813953488372
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9948488372093023
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9957558139534883
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,1.0
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Google Chirp v3,860,80,1.0
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Google Chirp v3.5,860,80,1.0
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Suno (mixed),860,80,0.9744549418604652
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Suno v3,860,30,0.9998837209302326
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Suno v3.5,860,29,0.9997995188452286
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Suno,Suno v4,860,100,0.9456918604651163
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio,860,100,0.9866627906976745
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio (AIME),860,30,0.9856782945736434
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9993968023255815
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.9854796511627908
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio (mixed),860,80,0.9407703488372093
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio CDN,860,18,0.9359496124031008
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.9534883720930232
two_member,artifactbench__without_DiffRhythm,artifactbench,generator,Yue,Yue,860,100,0.9991860465116279
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9998197674418604
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,MusicGen,MusicGen,860,90,0.998688630490956
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,Riffusion,Riffusion,860,130,0.9236404293381038
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,StableAudio,StableAudio,860,100,0.9966511627906977
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,Suno,Suno,860,479,0.984008593484488
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,Udio,Udio,860,405,0.9735472293999425
two_member,artifactbench__count_control_DiffRhythm,artifactbench,family,Yue,Yue,860,100,0.9993662790697675
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9998197674418604
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Large,860,30,1.0
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Medium,860,30,1.0
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9960658914728682
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Riffusion,Riffusion,860,100,0.9779069767441859
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.742751937984496
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9970348837209302
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9962674418604651
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,1.0
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Google Chirp v3,860,80,1.0
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Google Chirp v3.5,860,80,1.0
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Suno (mixed),860,80,0.9738735465116279
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Suno v3,860,30,0.9999418604651162
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Suno v3.5,860,29,0.9999398556535685
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Suno,Suno v4,860,100,0.9443372093023256
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio,860,100,0.9840406976744186
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio (AIME),860,30,0.9770542635658914
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9995203488372093
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.9831104651162791
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio (mixed),860,80,0.938779069767442
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio CDN,860,18,0.9230297157622739
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.9555061559507524
two_member,artifactbench__count_control_DiffRhythm,artifactbench,generator,Yue,Yue,860,100,0.9993662790697675
two_member,echoes__without_StableAudio,echoes,family,AceStep,AceStep,59,57,0.9774011299435028
two_member,echoes__without_StableAudio,echoes,family,AudioLDM,AudioLDM,59,115,1.0
two_member,echoes__without_StableAudio,echoes,family,Brev,Brev,59,68,0.9588733798604187
two_member,echoes__without_StableAudio,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9955508474576271
two_member,echoes__without_StableAudio,echoes,family,Mubert,Mubert,59,32,0.44570974576271183
two_member,echoes__without_StableAudio,echoes,family,Producer,Producer,59,68,0.9512711864406779
two_member,echoes__without_StableAudio,echoes,family,SongGen,SongGen,59,111,0.9948083676897237
two_member,echoes__without_StableAudio,echoes,family,StableAudio,StableAudio,59,35,0.7648910411622276
two_member,echoes__without_StableAudio,echoes,family,Suno,Suno,59,68,0.9356929212362912
two_member,echoes__without_StableAudio,echoes,family,Udio,Udio,59,68,0.9179960119641077
two_member,echoes__without_StableAudio,echoes,generator,AceStep,acestep,59,57,0.9774011299435028
two_member,echoes__without_StableAudio,echoes,generator,AudioLDM,audioldm,59,115,1.0
two_member,echoes__without_StableAudio,echoes,generator,Brev,brev,59,68,0.9588733798604187
two_member,echoes__without_StableAudio,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9955508474576271
two_member,echoes__without_StableAudio,echoes,generator,Mubert,mubert,59,32,0.44570974576271183
two_member,echoes__without_StableAudio,echoes,generator,Producer,producer,59,68,0.9512711864406779
two_member,echoes__without_StableAudio,echoes,generator,SongGen,songgen,59,111,0.9948083676897237
two_member,echoes__without_StableAudio,echoes,generator,StableAudio,stableaudio,59,35,0.7648910411622276
two_member,echoes__without_StableAudio,echoes,generator,Suno,suno,59,68,0.9356929212362912
two_member,echoes__without_StableAudio,echoes,generator,Udio,udio,59,68,0.9179960119641077
two_member,echoes__count_control_StableAudio,echoes,family,AceStep,AceStep,59,57,0.9995539696699376
two_member,echoes__count_control_StableAudio,echoes,family,AudioLDM,AudioLDM,59,115,0.9999263080324245
two_member,echoes__count_control_StableAudio,echoes,family,Brev,Brev,59,68,0.9575024925224327
two_member,echoes__count_control_StableAudio,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9980225988700566
two_member,echoes__count_control_StableAudio,echoes,family,Mubert,Mubert,59,32,0.5013241525423728
two_member,echoes__count_control_StableAudio,echoes,family,Producer,Producer,59,68,0.9856679960119642
two_member,echoes__count_control_StableAudio,echoes,family,SongGen,SongGen,59,111,0.9932814170102305
two_member,echoes__count_control_StableAudio,echoes,family,StableAudio,StableAudio,59,35,0.814769975786925
two_member,echoes__count_control_StableAudio,echoes,family,Suno,Suno,59,68,0.9228564307078764
two_member,echoes__count_control_StableAudio,echoes,family,Udio,Udio,59,68,0.9005483549351945
two_member,echoes__count_control_StableAudio,echoes,generator,AceStep,acestep,59,57,0.9995539696699376
two_member,echoes__count_control_StableAudio,echoes,generator,AudioLDM,audioldm,59,115,0.9999263080324245
two_member,echoes__count_control_StableAudio,echoes,generator,Brev,brev,59,68,0.9575024925224327
two_member,echoes__count_control_StableAudio,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9980225988700566
two_member,echoes__count_control_StableAudio,echoes,generator,Mubert,mubert,59,32,0.5013241525423728
two_member,echoes__count_control_StableAudio,echoes,generator,Producer,producer,59,68,0.9856679960119642
two_member,echoes__count_control_StableAudio,echoes,generator,SongGen,songgen,59,111,0.9932814170102305
two_member,echoes__count_control_StableAudio,echoes,generator,StableAudio,stableaudio,59,35,0.814769975786925
two_member,echoes__count_control_StableAudio,echoes,generator,Suno,suno,59,68,0.9228564307078764
two_member,echoes__count_control_StableAudio,echoes,generator,Udio,udio,59,68,0.9005483549351945
two_member,echoes__without_AudioLDM,echoes,family,AceStep,AceStep,59,57,1.0
two_member,echoes__without_AudioLDM,echoes,family,AudioLDM,AudioLDM,59,115,0.9963154016212233
two_member,echoes__without_AudioLDM,echoes,family,Brev,Brev,59,68,0.9395563310069791
two_member,echoes__without_AudioLDM,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9994350282485875
two_member,echoes__without_AudioLDM,echoes,family,Mubert,Mubert,59,32,0.399364406779661
two_member,echoes__without_AudioLDM,echoes,family,Producer,Producer,59,68,0.9786889332003988
two_member,echoes__without_AudioLDM,echoes,family,SongGen,SongGen,59,111,0.9847304932050696
two_member,echoes__without_AudioLDM,echoes,family,StableAudio,StableAudio,59,35,0.7719128329297821
two_member,echoes__without_AudioLDM,echoes,family,Suno,Suno,59,68,0.9009222333000997
two_member,echoes__without_AudioLDM,echoes,family,Udio,Udio,59,68,0.8899551345962113
two_member,echoes__without_AudioLDM,echoes,generator,AceStep,acestep,59,57,1.0
two_member,echoes__without_AudioLDM,echoes,generator,AudioLDM,audioldm,59,115,0.9963154016212233
two_member,echoes__without_AudioLDM,echoes,generator,Brev,brev,59,68,0.9395563310069791
two_member,echoes__without_AudioLDM,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9994350282485875
two_member,echoes__without_AudioLDM,echoes,generator,Mubert,mubert,59,32,0.399364406779661
two_member,echoes__without_AudioLDM,echoes,generator,Producer,producer,59,68,0.9786889332003988
two_member,echoes__without_AudioLDM,echoes,generator,SongGen,songgen,59,111,0.9847304932050696
two_member,echoes__without_AudioLDM,echoes,generator,StableAudio,stableaudio,59,35,0.7719128329297821
two_member,echoes__without_AudioLDM,echoes,generator,Suno,suno,59,68,0.9009222333000997
two_member,echoes__without_AudioLDM,echoes,generator,Udio,udio,59,68,0.8899551345962113
two_member,echoes__count_control_AudioLDM,echoes,family,AceStep,AceStep,59,57,0.9994052928932501
two_member,echoes__count_control_AudioLDM,echoes,family,AudioLDM,AudioLDM,59,115,1.0
two_member,echoes__count_control_AudioLDM,echoes,family,Brev,Brev,59,68,0.9516450648055833
two_member,echoes__count_control_AudioLDM,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9983050847457627
two_member,echoes__count_control_AudioLDM,echoes,family,Mubert,Mubert,59,32,0.44623940677966095
two_member,echoes__count_control_AudioLDM,echoes,family,Producer,Producer,59,68,0.9819292123629113
two_member,echoes__count_control_AudioLDM,echoes,family,SongGen,SongGen,59,111,0.9802259887005649
two_member,echoes__count_control_AudioLDM,echoes,family,StableAudio,StableAudio,59,35,0.7682808716707021
two_member,echoes__count_control_AudioLDM,echoes,family,Suno,Suno,59,68,0.9082751744765702
two_member,echoes__count_control_AudioLDM,echoes,family,Udio,Udio,59,68,0.8950648055832502
two_member,echoes__count_control_AudioLDM,echoes,generator,AceStep,acestep,59,57,0.9994052928932501
two_member,echoes__count_control_AudioLDM,echoes,generator,AudioLDM,audioldm,59,115,1.0
two_member,echoes__count_control_AudioLDM,echoes,generator,Brev,brev,59,68,0.9516450648055833
two_member,echoes__count_control_AudioLDM,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9983050847457627
two_member,echoes__count_control_AudioLDM,echoes,generator,Mubert,mubert,59,32,0.44623940677966095
two_member,echoes__count_control_AudioLDM,echoes,generator,Producer,producer,59,68,0.9819292123629113
two_member,echoes__count_control_AudioLDM,echoes,generator,SongGen,songgen,59,111,0.9802259887005649
two_member,echoes__count_control_AudioLDM,echoes,generator,StableAudio,stableaudio,59,35,0.7682808716707021
two_member,echoes__count_control_AudioLDM,echoes,generator,Suno,suno,59,68,0.9082751744765702
two_member,echoes__count_control_AudioLDM,echoes,generator,Udio,udio,59,68,0.8950648055832502
two_member,echoes__without_DiffRhythm,echoes,family,AceStep,AceStep,59,57,0.9998513232233126
two_member,echoes__without_DiffRhythm,echoes,family,AudioLDM,AudioLDM,59,115,1.0
two_member,echoes__without_DiffRhythm,echoes,family,Brev,Brev,59,68,0.9399302093718843
two_member,echoes__without_DiffRhythm,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9994350282485877
two_member,echoes__without_DiffRhythm,echoes,family,Mubert,Mubert,59,32,0.4883474576271186
two_member,echoes__without_DiffRhythm,echoes,family,Producer,Producer,59,68,0.9865403788634098
two_member,echoes__without_DiffRhythm,echoes,family,SongGen,SongGen,59,111,0.989922125515346
two_member,echoes__without_DiffRhythm,echoes,family,StableAudio,StableAudio,59,35,0.8188861985472154
two_member,echoes__without_DiffRhythm,echoes,family,Suno,Suno,59,68,0.9001744765702892
two_member,echoes__without_DiffRhythm,echoes,family,Udio,Udio,59,68,0.8929461615154536
two_member,echoes__without_DiffRhythm,echoes,generator,AceStep,acestep,59,57,0.9998513232233126
two_member,echoes__without_DiffRhythm,echoes,generator,AudioLDM,audioldm,59,115,1.0
two_member,echoes__without_DiffRhythm,echoes,generator,Brev,brev,59,68,0.9399302093718843
two_member,echoes__without_DiffRhythm,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9994350282485877
two_member,echoes__without_DiffRhythm,echoes,generator,Mubert,mubert,59,32,0.4883474576271186
two_member,echoes__without_DiffRhythm,echoes,generator,Producer,producer,59,68,0.9865403788634098
two_member,echoes__without_DiffRhythm,echoes,generator,SongGen,songgen,59,111,0.989922125515346
two_member,echoes__without_DiffRhythm,echoes,generator,StableAudio,stableaudio,59,35,0.8188861985472154
two_member,echoes__without_DiffRhythm,echoes,generator,Suno,suno,59,68,0.9001744765702892
two_member,echoes__without_DiffRhythm,echoes,generator,Udio,udio,59,68,0.8929461615154536
two_member,echoes__count_control_DiffRhythm,echoes,family,AceStep,AceStep,59,57,0.9998513232233126
two_member,echoes__count_control_DiffRhythm,echoes,family,AudioLDM,AudioLDM,59,115,1.0
two_member,echoes__count_control_DiffRhythm,echoes,family,Brev,Brev,59,68,0.9460368893320039
two_member,echoes__count_control_DiffRhythm,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9991525423728814
two_member,echoes__count_control_DiffRhythm,echoes,family,Mubert,Mubert,59,32,0.44306144067796605
two_member,echoes__count_control_DiffRhythm,echoes,family,Producer,Producer,59,68,0.9850448654037887
two_member,echoes__count_control_DiffRhythm,echoes,family,SongGen,SongGen,59,111,0.9903802107191937
two_member,echoes__count_control_DiffRhythm,echoes,family,StableAudio,StableAudio,59,35,0.7932203389830509
two_member,echoes__count_control_DiffRhythm,echoes,family,Suno,Suno,59,68,0.918369890329013
two_member,echoes__count_control_DiffRhythm,echoes,family,Udio,Udio,59,68,0.9054087736789631
two_member,echoes__count_control_DiffRhythm,echoes,generator,AceStep,acestep,59,57,0.9998513232233126
two_member,echoes__count_control_DiffRhythm,echoes,generator,AudioLDM,audioldm,59,115,1.0
two_member,echoes__count_control_DiffRhythm,echoes,generator,Brev,brev,59,68,0.9460368893320039
two_member,echoes__count_control_DiffRhythm,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9991525423728814
two_member,echoes__count_control_DiffRhythm,echoes,generator,Mubert,mubert,59,32,0.44306144067796605
two_member,echoes__count_control_DiffRhythm,echoes,generator,Producer,producer,59,68,0.9850448654037887
two_member,echoes__count_control_DiffRhythm,echoes,generator,SongGen,songgen,59,111,0.9903802107191937
two_member,echoes__count_control_DiffRhythm,echoes,generator,StableAudio,stableaudio,59,35,0.7932203389830509
two_member,echoes__count_control_DiffRhythm,echoes,generator,Suno,suno,59,68,0.918369890329013
two_member,echoes__count_control_DiffRhythm,echoes,generator,Udio,udio,59,68,0.9054087736789631
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,family,AudioLDM,AudioLDM,1102,1104,0.9775741241221495
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,family,MusicGen,MusicGen,1102,1104,0.9868236112207054
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,family,MusicLDM,MusicLDM,1102,1104,0.9505267925247902
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,family,Mustango,Mustango,1102,1104,0.9834741346432048
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,family,StableAudio,StableAudio,1102,1104,0.9573198598069386
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,generator,AudioLDM,audioldm2,1102,1104,0.9775741241221495
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,generator,MusicGen,MusicGen_medium,1102,1104,0.9868236112207054
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,generator,MusicLDM,musicldm,1102,1104,0.9505267925247902
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,generator,Mustango,mustango,1102,1104,0.9834741346432048
two_member,fakemusiccaps__without_StableAudio,fakemusiccaps,generator,StableAudio,stable_audio_open,1102,1104,0.9573198598069386
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,family,AudioLDM,AudioLDM,1102,1104,0.9762400871932455
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,family,MusicGen,MusicGen,1102,1104,0.9861171387990215
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,family,MusicLDM,MusicLDM,1102,1104,0.9532084286803966
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,family,Mustango,Mustango,1102,1104,0.9830204141350378
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,family,StableAudio,StableAudio,1102,1104,0.9631874030090217
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,generator,AudioLDM,audioldm2,1102,1104,0.9762400871932455
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,generator,MusicGen,MusicGen_medium,1102,1104,0.9861171387990215
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,generator,MusicLDM,musicldm,1102,1104,0.9532084286803966
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,generator,Mustango,mustango,1102,1104,0.9830204141350378
two_member,fakemusiccaps__count_control_StableAudio,fakemusiccaps,generator,StableAudio,stable_audio_open,1102,1104,0.9631874030090217
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,family,AudioLDM,AudioLDM,1102,1104,0.9576169974223414
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,family,MusicGen,MusicGen,1102,1104,0.9854575179515506
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,family,MusicLDM,MusicLDM,1102,1104,0.9527000480023147
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,family,Mustango,Mustango,1102,1104,0.9791826948367921
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,family,StableAudio,StableAudio,1102,1104,0.9626938175649018
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,generator,AudioLDM,audioldm2,1102,1104,0.9576169974223414
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,generator,MusicGen,MusicGen_medium,1102,1104,0.9854575179515506
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,generator,MusicLDM,musicldm,1102,1104,0.9527000480023147
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,generator,Mustango,mustango,1102,1104,0.9791826948367921
two_member,fakemusiccaps__without_AudioLDM,fakemusiccaps,generator,StableAudio,stable_audio_open,1102,1104,0.9626938175649018
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,family,AudioLDM,AudioLDM,1102,1104,0.9775646716115627
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,family,MusicGen,MusicGen,1102,1104,0.9878140699387148
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,family,MusicLDM,MusicLDM,1102,1104,0.9589214438833216
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,family,Mustango,Mustango,1102,1104,0.9846548765091139
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,family,StableAudio,StableAudio,1102,1104,0.9649792702333043
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,generator,AudioLDM,audioldm2,1102,1104,0.9775646716115627
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,generator,MusicGen,MusicGen_medium,1102,1104,0.9878140699387148
two_member,fakemusiccaps__count_control_AudioLDM,fakemusiccaps,generator,MusicLDM,musicldm,1102,1104,0.9589214438833216
