system,condition,target,level,family,generator,n_human,n_generated,auroc
trajectory_centred,artifactbench__base,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7518467852257181
trajectory_centred,artifactbench__base,artifactbench,generator,Yue,Yue,860,100,0.943046511627907
trajectory_centred,echoes__base,echoes,family,AceStep,AceStep,59,57,0.9881058578650015
trajectory_centred,echoes__base,echoes,family,AudioLDM,AudioLDM,59,115,0.9989683124539426
trajectory_centred,echoes__base,echoes,family,Brev,Brev,59,68,0.807826520438684
trajectory_centred,echoes__base,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9699152542372882
trajectory_centred,echoes__base,echoes,family,Mubert,Mubert,59,32,0.4597457627118644
trajectory_centred,echoes__base,echoes,family,Producer,Producer,59,68,0.9232303090727816
trajectory_centred,echoes__base,echoes,family,SongGen,SongGen,59,111,0.9969460986410139
trajectory_centred,echoes__base,echoes,family,StableAudio,StableAudio,59,35,0.9210653753026634
trajectory_centred,echoes__base,echoes,family,Suno,Suno,59,68,0.7133599202392822
trajectory_centred,echoes__base,echoes,family,Udio,Udio,59,68,0.5984546360917249
trajectory_centred,echoes__base,echoes,generator,AceStep,acestep,59,57,0.9881058578650015
trajectory_centred,echoes__base,echoes,generator,AudioLDM,audioldm,59,115,0.9989683124539426
trajectory_centred,echoes__base,echoes,generator,Brev,brev,59,68,0.807826520438684
trajectory_centred,echoes__base,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9699152542372882
trajectory_centred,echoes__base,echoes,generator,Mubert,mubert,59,32,0.4597457627118644
trajectory_centred,echoes__base,echoes,generator,Producer,producer,59,68,0.9232303090727816
trajectory_centred,echoes__base,echoes,generator,SongGen,songgen,59,111,0.9969460986410139
trajectory_centred,echoes__base,echoes,generator,StableAudio,stableaudio,59,35,0.9210653753026634
trajectory_centred,echoes__base,echoes,generator,Suno,suno,59,68,0.7133599202392822
trajectory_centred,echoes__base,echoes,generator,Udio,udio,59,68,0.5984546360917249
trajectory_centred,fakemusiccaps__base,fakemusiccaps,family,AudioLDM,AudioLDM,1102,1104,0.8821477419185144
trajectory_centred,fakemusiccaps__base,fakemusiccaps,family,MusicGen,MusicGen,1102,1104,0.924756371814093
trajectory_centred,fakemusiccaps__base,fakemusiccaps,family,MusicLDM,MusicLDM,1102,1104,0.8567870669928194
trajectory_centred,fakemusiccaps__base,fakemusiccaps,family,Mustango,Mustango,1102,1104,0.897181343538757
trajectory_centred,fakemusiccaps__base,fakemusiccaps,family,StableAudio,StableAudio,1102,1104,0.8700879823246273
trajectory_centred,fakemusiccaps__base,fakemusiccaps,generator,AudioLDM,audioldm2,1102,1104,0.8821477419185144
trajectory_centred,fakemusiccaps__base,fakemusiccaps,generator,MusicGen,MusicGen_medium,1102,1104,0.924756371814093
trajectory_centred,fakemusiccaps__base,fakemusiccaps,generator,MusicLDM,musicldm,1102,1104,0.8567870669928194
trajectory_centred,fakemusiccaps__base,fakemusiccaps,generator,Mustango,mustango,1102,1104,0.897181343538757
trajectory_centred,fakemusiccaps__base,fakemusiccaps,generator,StableAudio,stable_audio_open,1102,1104,0.8700879823246273
trajectory_centred,artifactbench__without_Suno,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9887674418604651
trajectory_centred,artifactbench__without_Suno,artifactbench,family,MusicGen,MusicGen,860,90,0.9919509043927649
trajectory_centred,artifactbench__without_Suno,artifactbench,family,Riffusion,Riffusion,860,130,0.80695885509839
trajectory_centred,artifactbench__without_Suno,artifactbench,family,StableAudio,StableAudio,860,100,0.9765232558139535
trajectory_centred,artifactbench__without_Suno,artifactbench,family,Suno,Suno,860,479,0.8623149002281885
trajectory_centred,artifactbench__without_Suno,artifactbench,family,Udio,Udio,860,405,0.8164197530864197
trajectory_centred,artifactbench__without_Suno,artifactbench,family,Yue,Yue,860,100,0.8885465116279069
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9887674418604651
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.9936821705426356
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9952325581395349
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9869379844961241
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Riffusion,Riffusion,860,100,0.7898837209302325
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8638759689922481
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9825581395348837
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9704883720930233
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9871656976744186
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9845058139534884
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9650726744186047
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Suno (mixed),860,80,0.6561191860465115
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Suno v3,860,30,0.9773255813953488
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Suno v3.5,860,29,0.9455092221331195
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Suno,Suno v4,860,100,0.6888023255813953
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio,860,100,0.8504883720930232
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio (AIME),860,30,0.8675581395348837
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9618459302325582
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.8783866279069766
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio (mixed),860,80,0.613357558139535
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio CDN,860,18,0.5806201550387596
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7550615595075238
trajectory_centred,artifactbench__without_Suno,artifactbench,generator,Yue,Yue,860,100,0.8885465116279069
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9895232558139536
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,MusicGen,MusicGen,860,90,0.9916279069767442
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,Riffusion,Riffusion,860,130,0.8610286225402504
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,StableAudio,StableAudio,860,100,0.9811976744186047
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,Suno,Suno,860,479,0.8905981453609748
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,Udio,Udio,860,405,0.8056962388745336
trajectory_centred,artifactbench__count_control_Suno,artifactbench,family,Yue,Yue,860,100,0.9357325581395349
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9895232558139536
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.9944573643410853
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9963953488372093
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9840310077519381
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Riffusion,Riffusion,860,100,0.8603837209302325
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8631782945736434
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9887906976744185
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9736046511627907
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9927761627906977
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Google Chirp v3,860,80,0.992921511627907
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9852470930232559
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Suno (mixed),860,80,0.721845930232558
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Suno v3,860,30,0.987829457364341
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Suno v3.5,860,29,0.9734963913392142
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Suno,Suno v4,860,100,0.7330697674418605
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio,860,100,0.8412325581395349
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio (AIME),860,30,0.8689922480620155
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9481976744186047
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.8553488372093022
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio (mixed),860,80,0.600625
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio CDN,860,18,0.6050387596899225
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7582079343365253
trajectory_centred,artifactbench__count_control_Suno,artifactbench,generator,Yue,Yue,860,100,0.9357325581395349
trajectory_centred,artifactbench__without_Udio,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9868255813953488
trajectory_centred,artifactbench__without_Udio,artifactbench,family,MusicGen,MusicGen,860,90,0.9877906976744185
trajectory_centred,artifactbench__without_Udio,artifactbench,family,Riffusion,Riffusion,860,130,0.8797316636851521
trajectory_centred,artifactbench__without_Udio,artifactbench,family,StableAudio,StableAudio,860,100,0.9864767441860465
trajectory_centred,artifactbench__without_Udio,artifactbench,family,Suno,Suno,860,479,0.9017114142836335
trajectory_centred,artifactbench__without_Udio,artifactbench,family,Udio,Udio,860,405,0.7355038759689921
trajectory_centred,artifactbench__without_Udio,artifactbench,family,Yue,Yue,860,100,0.9558023255813953
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9868255813953488
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.9939922480620155
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9963953488372094
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.972984496124031
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Riffusion,Riffusion,860,100,0.8828488372093024
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8693410852713179
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9933488372093023
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9796046511627906
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9911337209302326
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9924127906976744
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.98875
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Suno (mixed),860,80,0.7630232558139536
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Suno v3,860,30,0.9943410852713178
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Suno v3.5,860,29,0.9839615076182839
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Suno,Suno v4,860,100,0.7472906976744187
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio,860,100,0.7850232558139534
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio (AIME),860,30,0.8501937984496124
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.8704941860465116
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.780203488372093
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio (mixed),860,80,0.5100290697674419
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio CDN,860,18,0.528811369509044
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.6761285909712722
trajectory_centred,artifactbench__without_Udio,artifactbench,generator,Yue,Yue,860,100,0.9558023255813953
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9892209302325581
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,MusicGen,MusicGen,860,90,0.9911886304909561
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,Riffusion,Riffusion,860,130,0.8588998211091233
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,StableAudio,StableAudio,860,100,0.980906976744186
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,Suno,Suno,860,479,0.8896028547846773
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,Udio,Udio,860,405,0.8015101923629054
trajectory_centred,artifactbench__count_control_Udio,artifactbench,family,Yue,Yue,860,100,0.936453488372093
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9892209302325581
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.993953488372093
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9960852713178294
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9835271317829457
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Riffusion,Riffusion,860,100,0.858174418604651
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8613178294573643
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9885581395348837
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9732558139534884
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9920058139534884
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9923110465116278
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9851017441860466
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Suno (mixed),860,80,0.7211773255813954
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Suno v3,860,30,0.9880232558139534
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Suno v3.5,860,29,0.9713712910986367
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Suno,Suno v4,860,100,0.7306162790697674
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio,860,100,0.8371744186046511
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio (AIME),860,30,0.8664728682170543
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9474273255813953
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.854186046511628
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio (mixed),860,80,0.5926017441860465
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio CDN,860,18,0.5947674418604652
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7445280437756499
trajectory_centred,artifactbench__count_control_Udio,artifactbench,generator,Yue,Yue,860,100,0.936453488372093
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9890813953488372
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,MusicGen,MusicGen,860,90,0.9859043927648579
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,Riffusion,Riffusion,860,130,0.8627549194991055
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,StableAudio,StableAudio,860,100,0.970767441860465
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,Suno,Suno,860,479,0.888762926639802
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,Udio,Udio,860,405,0.8107378696525983
trajectory_centred,artifactbench__without_MusicGen,artifactbench,family,Yue,Yue,860,100,0.9405348837209303
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9890813953488372
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.9886434108527132
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9898837209302326
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9791860465116279
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Riffusion,Riffusion,860,100,0.8678720930232559
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8456976744186047
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.9795581395348838
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9619767441860465
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9943313953488372
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9952616279069768
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9907412790697675
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Suno (mixed),860,80,0.7090261627906976
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Suno v3,860,30,0.9777131782945736
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Suno v3.5,860,29,0.9619887730553328
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Suno,Suno v4,860,100,0.7333953488372092
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio,860,100,0.8388139534883721
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio (AIME),860,30,0.8353875968992248
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9662790697674418
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.8850290697674419
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio (mixed),860,80,0.5995348837209302
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio CDN,860,18,0.586111111111111
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7522571819425444
trajectory_centred,artifactbench__without_MusicGen,artifactbench,generator,Yue,Yue,860,100,0.9405348837209303
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,DiffRhythm,DiffRhythm,860,100,0.9895232558139535
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,MusicGen,MusicGen,860,90,0.9905555555555556
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,Riffusion,Riffusion,860,130,0.8585330948121644
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,StableAudio,StableAudio,860,100,0.9716627906976745
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,Suno,Suno,860,479,0.8939578579404768
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,Udio,Udio,860,405,0.8162044214757392
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,family,Yue,Yue,860,100,0.9453837209302326
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,DiffRhythm,DiffRhythm,860,100,0.9895232558139535
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,MusicGen,MusicGen Large,860,30,0.9936821705426356
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,MusicGen,MusicGen Medium,860,30,0.9956201550387598
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,MusicGen,MusicGen Small,860,30,0.9823643410852714
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Riffusion,Riffusion,860,100,0.868093023255814
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Riffusion,Riffusion (AIME),860,30,0.8266666666666667
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,StableAudio,Stable Audio v1,860,50,0.979953488372093
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,StableAudio,Stable Audio v2,860,50,0.9633720930232559
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Google Chirp v2 XXL,860,80,0.9951162790697674
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Google Chirp v3,860,80,0.9960465116279069
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Google Chirp v3.5,860,80,0.9915116279069768
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Suno (mixed),860,80,0.7178779069767443
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Suno v3,860,30,0.9858914728682171
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Suno v3.5,860,29,0.9716519647153168
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Suno,Suno v4,860,100,0.7440697674418604
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio,860,100,0.8501162790697674
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio (AIME),860,30,0.865077519379845
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio (SONICS 120s),860,80,0.9665406976744186
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio (SONICS 30s),860,80,0.8801453488372093
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio (mixed),860,80,0.5993313953488372
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio CDN,860,18,0.6109819121447028
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Udio,Udio CDN Latest,860,17,0.7599863201094391
trajectory_centred,artifactbench__count_control_MusicGen,artifactbench,generator,Yue,Yue,860,100,0.9453837209302326
trajectory_centred,echoes__without_Suno,echoes,family,AceStep,AceStep,59,57,0.9732381801962533
trajectory_centred,echoes__without_Suno,echoes,family,AudioLDM,AudioLDM,59,115,0.9985261606484893
trajectory_centred,echoes__without_Suno,echoes,family,Brev,Brev,59,68,0.7517447657028913
trajectory_centred,echoes__without_Suno,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9652542372881356
trajectory_centred,echoes__without_Suno,echoes,family,Mubert,Mubert,59,32,0.4427966101694915
trajectory_centred,echoes__without_Suno,echoes,family,Producer,Producer,59,68,0.8940677966101696
trajectory_centred,echoes__without_Suno,echoes,family,SongGen,SongGen,59,111,0.9967934035730646
trajectory_centred,echoes__without_Suno,echoes,family,StableAudio,StableAudio,59,35,0.889588377723971
trajectory_centred,echoes__without_Suno,echoes,family,Suno,Suno,59,68,0.6542871385842473
trajectory_centred,echoes__without_Suno,echoes,family,Udio,Udio,59,68,0.5932203389830508
trajectory_centred,echoes__without_Suno,echoes,generator,AceStep,acestep,59,57,0.9732381801962533
trajectory_centred,echoes__without_Suno,echoes,generator,AudioLDM,audioldm,59,115,0.9985261606484893
trajectory_centred,echoes__without_Suno,echoes,generator,Brev,brev,59,68,0.7517447657028913
trajectory_centred,echoes__without_Suno,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9652542372881356
trajectory_centred,echoes__without_Suno,echoes,generator,Mubert,mubert,59,32,0.4427966101694915
trajectory_centred,echoes__without_Suno,echoes,generator,Producer,producer,59,68,0.8940677966101696
trajectory_centred,echoes__without_Suno,echoes,generator,SongGen,songgen,59,111,0.9967934035730646
trajectory_centred,echoes__without_Suno,echoes,generator,StableAudio,stableaudio,59,35,0.889588377723971
trajectory_centred,echoes__without_Suno,echoes,generator,Suno,suno,59,68,0.6542871385842473
trajectory_centred,echoes__without_Suno,echoes,generator,Udio,udio,59,68,0.5932203389830508
trajectory_centred,echoes__count_control_Suno,echoes,family,AceStep,AceStep,59,57,0.9869164436515017
trajectory_centred,echoes__count_control_Suno,echoes,family,AudioLDM,AudioLDM,59,115,0.9988209285187915
trajectory_centred,echoes__count_control_Suno,echoes,family,Brev,Brev,59,68,0.7901296111665006
trajectory_centred,echoes__count_control_Suno,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9704802259887005
trajectory_centred,echoes__count_control_Suno,echoes,family,Mubert,Mubert,59,32,0.4602754237288135
trajectory_centred,echoes__count_control_Suno,echoes,family,Producer,Producer,59,68,0.9217347956131605
trajectory_centred,echoes__count_control_Suno,echoes,family,SongGen,SongGen,59,111,0.9951137578256222
trajectory_centred,echoes__count_control_Suno,echoes,family,StableAudio,StableAudio,59,35,0.9249394673123486
trajectory_centred,echoes__count_control_Suno,echoes,family,Suno,Suno,59,68,0.6984047856430708
trajectory_centred,echoes__count_control_Suno,echoes,family,Udio,Udio,59,68,0.5822532402791625
trajectory_centred,echoes__count_control_Suno,echoes,generator,AceStep,acestep,59,57,0.9869164436515017
trajectory_centred,echoes__count_control_Suno,echoes,generator,AudioLDM,audioldm,59,115,0.9988209285187915
trajectory_centred,echoes__count_control_Suno,echoes,generator,Brev,brev,59,68,0.7901296111665006
trajectory_centred,echoes__count_control_Suno,echoes,generator,DiffRhythm,diffrhythm,59,120,0.9704802259887005
trajectory_centred,echoes__count_control_Suno,echoes,generator,Mubert,mubert,59,32,0.4602754237288135
trajectory_centred,echoes__count_control_Suno,echoes,generator,Producer,producer,59,68,0.9217347956131605
trajectory_centred,echoes__count_control_Suno,echoes,generator,SongGen,songgen,59,111,0.9951137578256222
trajectory_centred,echoes__count_control_Suno,echoes,generator,StableAudio,stableaudio,59,35,0.9249394673123486
trajectory_centred,echoes__count_control_Suno,echoes,generator,Suno,suno,59,68,0.6984047856430708
trajectory_centred,echoes__count_control_Suno,echoes,generator,Udio,udio,59,68,0.5822532402791625
trajectory_centred,echoes__without_Udio,echoes,family,AceStep,AceStep,59,57,0.991971454058876
trajectory_centred,echoes__without_Udio,echoes,family,AudioLDM,AudioLDM,59,115,0.9964627855563744
trajectory_centred,echoes__without_Udio,echoes,family,Brev,Brev,59,68,0.805333998005982
trajectory_centred,echoes__without_Udio,echoes,family,DiffRhythm,DiffRhythm,59,120,0.9683615819209039
trajectory_centred,echoes__without_Udio,echoes,family,Mubert,Mubert,59,32,0.5068855932203389
trajectory_centred,echoes__without_Udio,echoes,family,Producer,Producer,59,68,0.9332003988035893
trajectory_centred,echoes__without_Udio,echoes,family,SongGen,SongGen,59,111,0.9902275156512444
trajectory_centred,echoes__without_Udio,echoes,family,StableAudio,StableAudio,59,35,0.9244552058111379
trajectory_centred,echoes__without_Udio,echoes,family,Suno,Suno,59,68,0.7377866400797607
