system,trainer,target,subset,n_generated,n_human,auroc
single_support,sonics,echoes,all,742,59,0.7431815066928593
single_support,sonics,echoes,seen_brand_seen_class,136,59,0.8353688933200397
single_support,sonics,echoes,unseen_brand_seen_class,136,59,0.6964107676969092
single_support,sonics,echoes,seen_brand_unseen_class,0,59,
single_support,sonics,echoes,strict_unseen,470,59,0.7300396682293545
single_support,sonics,echoes,strict_unseen_disclosed,470,59,0.7300396682293545
single_support,sonics,fakemusiccaps,all,5520,1102,0.8378219607301611
single_support,sonics,fakemusiccaps,seen_brand_seen_class,0,1102,
single_support,sonics,fakemusiccaps,unseen_brand_seen_class,0,1102,
single_support,sonics,fakemusiccaps,seen_brand_unseen_class,0,1102,
single_support,sonics,fakemusiccaps,strict_unseen,5520,1102,0.8378219607301611
single_support,sonics,fakemusiccaps,strict_unseen_disclosed,5520,1102,0.8378219607301611
single_support,sonics,music8k,all,3614,1102,0.7713768396144456
single_support,sonics,music8k,seen_brand_seen_class,670,1102,0.8283636265135303
single_support,sonics,music8k,unseen_brand_seen_class,0,1102,
single_support,sonics,music8k,seen_brand_unseen_class,0,1102,
single_support,sonics,music8k,strict_unseen,2944,1102,0.7584076999329283
single_support,sonics,music8k,strict_unseen_disclosed,2944,1102,0.7584076999329283
fingerprint,artifactbench,echoes,all,742,59,0.8113435972406231
fingerprint,artifactbench,echoes,seen_brand_seen_class,359,59,0.7733818044473821
fingerprint,artifactbench,echoes,unseen_brand_seen_class,179,59,0.8727393239276583
fingerprint,artifactbench,echoes,seen_brand_unseen_class,0,59,
fingerprint,artifactbench,echoes,strict_unseen,204,59,0.8242771684945165
fingerprint,artifactbench,echoes,strict_unseen_disclosed,204,59,0.8242771684945165
fingerprint,artifactbench,fakemusiccaps,all,5520,1102,0.8713557694836793
fingerprint,artifactbench,fakemusiccaps,seen_brand_seen_class,2208,1102,0.9174265663221021
fingerprint,artifactbench,fakemusiccaps,unseen_brand_seen_class,0,1102,
fingerprint,artifactbench,fakemusiccaps,seen_brand_unseen_class,0,1102,
fingerprint,artifactbench,fakemusiccaps,strict_unseen,3312,1102,0.8406419049247305
fingerprint,artifactbench,fakemusiccaps,strict_unseen_disclosed,3312,1102,0.8406419049247305
fingerprint,artifactbench,sonics,all,12778,6882,0.9581755691235694
fingerprint,artifactbench,sonics,seen_brand_seen_class,12778,6882,0.9581755691235694
fingerprint,artifactbench,sonics,unseen_brand_seen_class,0,6882,
fingerprint,artifactbench,sonics,seen_brand_unseen_class,0,6882,
fingerprint,artifactbench,sonics,strict_unseen,0,6882,
fingerprint,artifactbench,sonics,strict_unseen_disclosed,0,6882,
fingerprint,artifactbench,music8k,all,3614,1102,0.758432371790687
fingerprint,artifactbench,music8k,seen_brand_seen_class,670,1102,0.8028577620066636
fingerprint,artifactbench,music8k,unseen_brand_seen_class,1651,1102,0.7039235968741377
fingerprint,artifactbench,music8k,seen_brand_unseen_class,0,1102,
fingerprint,artifactbench,music8k,strict_unseen,1293,1102,0.8050131729836633
fingerprint,artifactbench,music8k,strict_unseen_disclosed,1293,1102,0.8050131729836633
fingerprint,echoes,artifactbench,all,1405,864,0.8326759588770265
fingerprint,echoes,artifactbench,seen_brand_seen_class,1005,864,0.8363495024875621
fingerprint,echoes,artifactbench,unseen_brand_seen_class,180,864,0.8929333847736627
fingerprint,echoes,artifactbench,seen_brand_unseen_class,130,864,0.7466524216524217
fingerprint,echoes,artifactbench,strict_unseen,90,864,0.7953960905349795
fingerprint,echoes,artifactbench,strict_unseen_disclosed,90,864,0.7953960905349795
fingerprint,echoes,fakemusiccaps,all,5520,1102,0.8343934940424523
fingerprint,echoes,fakemusiccaps,seen_brand_seen_class,2208,1102,0.8398859780635997
fingerprint,echoes,fakemusiccaps,unseen_brand_seen_class,2208,1102,0.8226651476893133
fingerprint,echoes,fakemusiccaps,seen_brand_unseen_class,0,1102,
fingerprint,echoes,fakemusiccaps,strict_unseen,1104,1102,0.8468652187064363
fingerprint,echoes,fakemusiccaps,strict_unseen_disclosed,1104,1102,0.8468652187064363
fingerprint,echoes,sonics,all,12778,6882,0.9197795801951634
fingerprint,echoes,sonics,seen_brand_seen_class,8605,6882,0.9515923526007686
fingerprint,echoes,sonics,unseen_brand_seen_class,4173,6882,0.8541795546619182
fingerprint,echoes,sonics,seen_brand_unseen_class,0,6882,
fingerprint,echoes,sonics,strict_unseen,0,6882,
fingerprint,echoes,sonics,strict_unseen_disclosed,0,6882,
fingerprint,echoes,music8k,all,3614,1102,0.7353709661057974
fingerprint,echoes,music8k,seen_brand_seen_class,1659,1102,0.8147633378513941
fingerprint,echoes,music8k,unseen_brand_seen_class,662,1102,0.553253902544673
fingerprint,echoes,music8k,seen_brand_unseen_class,0,1102,
fingerprint,echoes,music8k,strict_unseen,1293,1102,0.7267472625880246
fingerprint,echoes,music8k,strict_unseen_disclosed,1293,1102,0.7267472625880246
fingerprint,fakemusiccaps,artifactbench,all,1405,864,0.8318233491498616
fingerprint,fakemusiccaps,artifactbench,seen_brand_seen_class,190,864,0.9914473684210526
fingerprint,fakemusiccaps,artifactbench,unseen_brand_seen_class,100,864,0.9855787037037037
fingerprint,fakemusiccaps,artifactbench,seen_brand_unseen_class,0,864,
fingerprint,fakemusiccaps,artifactbench,strict_unseen,1115,864,0.7908331257266235
fingerprint,fakemusiccaps,artifactbench,strict_unseen_disclosed,230,864,0.901947463768116
fingerprint,fakemusiccaps,echoes,all,742,59,0.9062314404495408
fingerprint,fakemusiccaps,echoes,seen_brand_seen_class,150,59,0.9623728813559322
fingerprint,fakemusiccaps,echoes,unseen_brand_seen_class,177,59,0.9910945130709565
fingerprint,fakemusiccaps,echoes,seen_brand_unseen_class,0,59,
fingerprint,fakemusiccaps,echoes,strict_unseen,415,59,0.8497447416785786
fingerprint,fakemusiccaps,echoes,strict_unseen_disclosed,143,59,0.8754296550906719
fingerprint,fakemusiccaps,sonics,all,12778,6882,0.76887986194304
fingerprint,fakemusiccaps,sonics,seen_brand_seen_class,0,6882,
fingerprint,fakemusiccaps,sonics,unseen_brand_seen_class,0,6882,
fingerprint,fakemusiccaps,sonics,seen_brand_unseen_class,0,6882,
fingerprint,fakemusiccaps,sonics,strict_unseen,12778,6882,0.76887986194304
fingerprint,fakemusiccaps,sonics,strict_unseen_disclosed,0,6882,
fingerprint,fakemusiccaps,music8k,all,3614,1102,0.870790844638264
fingerprint,fakemusiccaps,music8k,seen_brand_seen_class,0,1102,
fingerprint,fakemusiccaps,music8k,unseen_brand_seen_class,1651,1102,0.7986052560126898
fingerprint,fakemusiccaps,music8k,seen_brand_unseen_class,0,1102,
fingerprint,fakemusiccaps,music8k,strict_unseen,1963,1102,0.9315032271246739
fingerprint,fakemusiccaps,music8k,strict_unseen_disclosed,1293,1102,0.9343968570117188
fingerprint,sonics,artifactbench,all,1259,672,0.6781246454101896
fingerprint,sonics,artifactbench,seen_brand_seen_class,659,672,0.7605882831129417
fingerprint,sonics,artifactbench,unseen_brand_seen_class,80,672,0.9984747023809524
fingerprint,sonics,artifactbench,seen_brand_unseen_class,0,672,
fingerprint,sonics,artifactbench,strict_unseen,520,672,0.5243332188644689
fingerprint,sonics,artifactbench,strict_unseen_disclosed,520,672,0.5243332188644689
fingerprint,sonics,echoes,all,742,59,0.7311891817808032
fingerprint,sonics,echoes,seen_brand_seen_class,136,59,0.7765453639082751
fingerprint,sonics,echoes,unseen_brand_seen_class,136,59,0.6484297108673978
fingerprint,sonics,echoes,seen_brand_unseen_class,0,59,
fingerprint,sonics,echoes,strict_unseen,470,59,0.7420122610890733
fingerprint,sonics,echoes,strict_unseen_disclosed,470,59,0.7420122610890733
fingerprint,sonics,fakemusiccaps,all,5520,1102,0.611771252531629
fingerprint,sonics,fakemusiccaps,seen_brand_seen_class,0,1102,
fingerprint,sonics,fakemusiccaps,unseen_brand_seen_class,0,1102,
fingerprint,sonics,fakemusiccaps,seen_brand_unseen_class,0,1102,
fingerprint,sonics,fakemusiccaps,strict_unseen,5520,1102,0.611771252531629
fingerprint,sonics,fakemusiccaps,strict_unseen_disclosed,5520,1102,0.611771252531629
fingerprint,sonics,music8k,all,3614,1102,0.6010543791687298
fingerprint,sonics,music8k,seen_brand_seen_class,670,1102,0.6265175935206003
fingerprint,sonics,music8k,unseen_brand_seen_class,0,1102,
fingerprint,sonics,music8k,seen_brand_unseen_class,0,1102,
fingerprint,sonics,music8k,strict_unseen,2944,1102,0.5952594220981615
fingerprint,sonics,music8k,strict_unseen_disclosed,2944,1102,0.5952594220981615
trajectory,artifactbench,echoes,all,742,59,0.9287541687605647
trajectory,artifactbench,echoes,seen_brand_seen_class,359,59,0.9212029649213919
trajectory,artifactbench,echoes,unseen_brand_seen_class,179,59,0.9518984944607518
trajectory,artifactbench,echoes,seen_brand_unseen_class,0,59,
trajectory,artifactbench,echoes,strict_unseen,204,59,0.9217347956131605
trajectory,artifactbench,echoes,strict_unseen_disclosed,204,59,0.9217347956131605
trajectory,artifactbench,fakemusiccaps,all,5520,1102,0.8594819366632473
trajectory,artifactbench,fakemusiccaps,seen_brand_seen_class,2208,1102,0.9039205726084326
trajectory,artifactbench,fakemusiccaps,unseen_brand_seen_class,0,1102,
trajectory,artifactbench,fakemusiccaps,seen_brand_unseen_class,0,1102,
trajectory,artifactbench,fakemusiccaps,strict_unseen,3312,1102,0.8298561793664572
trajectory,artifactbench,fakemusiccaps,strict_unseen_disclosed,3312,1102,0.8298561793664572
trajectory,artifactbench,sonics,all,12778,6882,0.9526502226631985
trajectory,artifactbench,sonics,seen_brand_seen_class,12778,6882,0.9526502226631985
trajectory,artifactbench,sonics,unseen_brand_seen_class,0,6882,
trajectory,artifactbench,sonics,seen_brand_unseen_class,0,6882,
trajectory,artifactbench,sonics,strict_unseen,0,6882,
trajectory,artifactbench,sonics,strict_unseen_disclosed,0,6882,
trajectory,artifactbench,music8k,all,3614,1102,0.813284343905582
trajectory,artifactbench,music8k,seen_brand_seen_class,670,1102,0.7872538396944497
trajectory,artifactbench,music8k,unseen_brand_seen_class,1651,1102,0.7982232623686244
trajectory,artifactbench,music8k,seen_brand_unseen_class,0,1102,
trajectory,artifactbench,music8k,strict_unseen,1293,1102,0.8460038206565298
trajectory,artifactbench,music8k,strict_unseen_disclosed,1293,1102,0.8460038206565298
trajectory,echoes,artifactbench,all,1404,862,0.8893557353534152
trajectory,echoes,artifactbench,seen_brand_seen_class,1004,862,0.8858741368632199
trajectory,echoes,artifactbench,unseen_brand_seen_class,180,862,0.9078177365300335
trajectory,echoes,artifactbench,seen_brand_unseen_class,130,862,0.8569962520078529
trajectory,echoes,artifactbench,strict_unseen,90,862,0.9380123743232792
trajectory,echoes,artifactbench,strict_unseen_disclosed,90,862,0.9380123743232792
trajectory,echoes,fakemusiccaps,all,5520,1102,0.7658233383308346
trajectory,echoes,fakemusiccaps,seen_brand_seen_class,2208,1102,0.8041540496199269
trajectory,echoes,fakemusiccaps,unseen_brand_seen_class,2208,1102,0.712064609142797
trajectory,echoes,fakemusiccaps,seen_brand_unseen_class,0,1102,
trajectory,echoes,fakemusiccaps,strict_unseen,1104,1102,0.796679374128725
trajectory,echoes,fakemusiccaps,strict_unseen_disclosed,1104,1102,0.796679374128725
trajectory,echoes,sonics,all,12778,6882,0.8376024225013669
trajectory,echoes,sonics,seen_brand_seen_class,8605,6882,0.8853064550745943
trajectory,echoes,sonics,unseen_brand_seen_class,4173,6882,0.7392335750792188
trajectory,echoes,sonics,seen_brand_unseen_class,0,6882,
trajectory,echoes,sonics,strict_unseen,0,6882,
trajectory,echoes,sonics,strict_unseen_disclosed,0,6882,
trajectory,echoes,music8k,all,3614,1102,0.7927732642867975
trajectory,echoes,music8k,seen_brand_seen_class,1659,1102,0.7948740248701195
trajectory,echoes,music8k,unseen_brand_seen_class,662,1102,0.7662023456390744
trajectory,echoes,music8k,seen_brand_unseen_class,0,1102,
trajectory,echoes,music8k,strict_unseen,1293,1102,0.8036818384067216
trajectory,echoes,music8k,strict_unseen_disclosed,1293,1102,0.8036818384067216
trajectory,fakemusiccaps,artifactbench,all,1404,862,0.8248516006636657
trajectory,fakemusiccaps,artifactbench,seen_brand_seen_class,190,862,0.9894309439492002
trajectory,fakemusiccaps,artifactbench,unseen_brand_seen_class,100,862,0.9969489559164733
trajectory,fakemusiccaps,artifactbench,seen_brand_unseen_class,0,862,
trajectory,fakemusiccaps,artifactbench,strict_unseen,1114,862,0.7813329195599561
trajectory,fakemusiccaps,artifactbench,strict_unseen_disclosed,230,862,0.8461918692625846
trajectory,fakemusiccaps,echoes,all,742,59,0.8885056421033395
trajectory,fakemusiccaps,echoes,seen_brand_seen_class,150,59,0.9794350282485876
trajectory,fakemusiccaps,echoes,unseen_brand_seen_class,177,59,0.9932011873982572
trajectory,fakemusiccaps,echoes,seen_brand_unseen_class,0,59,
trajectory,fakemusiccaps,echoes,strict_unseen,415,59,0.8109863181539718
trajectory,fakemusiccaps,echoes,strict_unseen_disclosed,143,59,0.9068389237880764
trajectory,fakemusiccaps,sonics,all,12778,6882,0.798641070599174
trajectory,fakemusiccaps,sonics,seen_brand_seen_class,0,6882,
trajectory,fakemusiccaps,sonics,unseen_brand_seen_class,0,6882,
trajectory,fakemusiccaps,sonics,seen_brand_unseen_class,0,6882,
trajectory,fakemusiccaps,sonics,strict_unseen,12778,6882,0.798641070599174
trajectory,fakemusiccaps,sonics,strict_unseen_disclosed,0,6882,
trajectory,fakemusiccaps,music8k,all,3614,1102,0.6829761654867088
trajectory,fakemusiccaps,music8k,seen_brand_seen_class,0,1102,
trajectory,fakemusiccaps,music8k,unseen_brand_seen_class,1651,1102,0.7012941614882252
trajectory,fakemusiccaps,music8k,seen_brand_unseen_class,0,1102,
trajectory,fakemusiccaps,music8k,strict_unseen,1963,1102,0.6675696390483472
trajectory,fakemusiccaps,music8k,strict_unseen_disclosed,1293,1102,0.7004076115562929
trajectory,sonics,artifactbench,all,1258,670,0.8191656977433974
trajectory,sonics,artifactbench,seen_brand_seen_class,658,670,0.7973483645601779
trajectory,sonics,artifactbench,unseen_brand_seen_class,80,670,0.9838805970149253
trajectory,sonics,artifactbench,seen_brand_unseen_class,0,670,
trajectory,sonics,artifactbench,strict_unseen,520,670,0.8214322617680827
trajectory,sonics,artifactbench,strict_unseen_disclosed,520,670,0.8214322617680827
trajectory,sonics,echoes,all,742,59,0.8621453698204578
trajectory,sonics,echoes,seen_brand_seen_class,136,59,0.7070039880358923
trajectory,sonics,echoes,unseen_brand_seen_class,136,59,0.8389830508474577
trajectory,sonics,echoes,seen_brand_unseen_class,0,59,
trajectory,sonics,echoes,strict_unseen,470,59,0.9137396321673279
trajectory,sonics,echoes,strict_unseen_disclosed,470,59,0.9137396321673279
trajectory,sonics,fakemusiccaps,all,5520,1102,0.772254662142613
trajectory,sonics,fakemusiccaps,seen_brand_seen_class,0,1102,
trajectory,sonics,fakemusiccaps,unseen_brand_seen_class,0,1102,
trajectory,sonics,fakemusiccaps,seen_brand_unseen_class,0,1102,
trajectory,sonics,fakemusiccaps,strict_unseen,5520,1102,0.772254662142613
trajectory,sonics,fakemusiccaps,strict_unseen_disclosed,5520,1102,0.772254662142613
trajectory,sonics,music8k,all,3614,1102,0.6796567492620451
trajectory,sonics,music8k,seen_brand_seen_class,670,1102,0.6064008451390959
trajectory,sonics,music8k,unseen_brand_seen_class,0,1102,
trajectory,sonics,music8k,seen_brand_unseen_class,0,1102,
trajectory,sonics,music8k,strict_unseen,2944,1102,0.6963284393987217
trajectory,sonics,music8k,strict_unseen_disclosed,2944,1102,0.6963284393987217
mean_pooling,artifactbench,echoes,all,742,59,0.9481246288089907
mean_pooling,artifactbench,echoes,seen_brand_seen_class,359,59,0.9294650866342477
mean_pooling,artifactbench,echoes,unseen_brand_seen_class,179,59,0.9637344948395038
mean_pooling,artifactbench,echoes,seen_brand_unseen_class,0,59,
mean_pooling,artifactbench,echoes,strict_unseen,204,59,0.9672648720505151
mean_pooling,artifactbench,echoes,strict_unseen_disclosed,204,59,0.9672648720505151
mean_pooling,artifactbench,fakemusiccaps,all,5520,1102,0.8917128606749257
mean_pooling,artifactbench,fakemusiccaps,seen_brand_seen_class,2208,1102,0.9216810180436098
mean_pooling,artifactbench,fakemusiccaps,unseen_brand_seen_class,0,1102,
mean_pooling,artifactbench,fakemusiccaps,seen_brand_unseen_class,0,1102,
mean_pooling,artifactbench,fakemusiccaps,strict_unseen,3312,1102,0.871734089095803
mean_pooling,artifactbench,fakemusiccaps,strict_unseen_disclosed,3312,1102,0.871734089095803
mean_pooling,artifactbench,sonics,all,2500,2500,0.9999065600000001
mean_pooling,artifactbench,sonics,seen_brand_seen_class,2500,2500,0.9999065600000001
mean_pooling,artifactbench,sonics,unseen_brand_seen_class,0,2500,
mean_pooling,artifactbench,sonics,seen_brand_unseen_class,0,2500,
mean_pooling,artifactbench,sonics,strict_unseen,0,2500,
mean_pooling,artifactbench,sonics,strict_unseen_disclosed,0,2500,
mean_pooling,artifactbench,music8k,all,3614,1102,0.8787635952943634
mean_pooling,artifactbench,music8k,seen_brand_seen_class,670,1102,0.896280169027819
mean_pooling,artifactbench,music8k,unseen_brand_seen_class,1651,1102,0.869811894237777
mean_pooling,artifactbench,music8k,seen_brand_unseen_class,0,1102,
mean_pooling,artifactbench,music8k,strict_unseen,1293,1102,0.8811171560391499
mean_pooling,artifactbench,music8k,strict_unseen_disclosed,1293,1102,0.8811171560391499
mean_pooling,echoes,artifactbench,all,1405,864,0.9134650553578489
mean_pooling,echoes,artifactbench,seen_brand_seen_class,1005,864,0.9071857149437995
mean_pooling,echoes,artifactbench,unseen_brand_seen_class,180,864,0.9635738168724279
mean_pooling,echoes,artifactbench,seen_brand_unseen_class,130,864,0.9571358618233619
mean_pooling,echoes,artifactbench,strict_unseen,90,864,0.8202867798353909
mean_pooling,echoes,artifactbench,strict_unseen_disclosed,90,864,0.8202867798353909
mean_pooling,echoes,fakemusiccaps,all,5520,1102,0.8291484192114469
mean_pooling,echoes,fakemusiccaps,seen_brand_seen_class,2208,1102,0.8591317005970698
mean_pooling,echoes,fakemusiccaps,unseen_brand_seen_class,2208,1102,0.8465148593466425
mean_pooling,echoes,fakemusiccaps,seen_brand_unseen_class,0,1102,
mean_pooling,echoes,fakemusiccaps,strict_unseen,1104,1102,0.7344489761698099
mean_pooling,echoes,fakemusiccaps,strict_unseen_disclosed,1104,1102,0.7344489761698099
mean_pooling,echoes,sonics,all,2500,2500,0.99721496
mean_pooling,echoes,sonics,seen_brand_seen_class,1702,2500,0.9995283196239719
mean_pooling,echoes,sonics,unseen_brand_seen_class,798,2500,0.9922809523809524
mean_pooling,echoes,sonics,seen_brand_unseen_class,0,2500,
mean_pooling,echoes,sonics,strict_unseen,0,2500,
mean_pooling,echoes,sonics,strict_unseen_disclosed,0,2500,
mean_pooling,echoes,music8k,all,3614,1102,0.9066440551314356
mean_pooling,echoes,music8k,seen_brand_seen_class,1659,1102,0.9109507181309889
mean_pooling,echoes,music8k,unseen_brand_seen_class,662,1102,0.8547875052774138
mean_pooling,echoes,music8k,seen_brand_unseen_class,0,1102,
mean_pooling,echoes,music8k,strict_unseen,1293,1102,0.9276682485476031
mean_pooling,echoes,music8k,strict_unseen_disclosed,1293,1102,0.9276682485476031
mean_pooling,fakemusiccaps,artifactbench,all,1405,864,0.772733376169764
mean_pooling,fakemusiccaps,artifactbench,seen_brand_seen_class,190,864,0.9980750487329434
mean_pooling,fakemusiccaps,artifactbench,unseen_brand_seen_class,100,864,0.9699074074074074
mean_pooling,fakemusiccaps,artifactbench,seen_brand_unseen_class,0,864,
mean_pooling,fakemusiccaps,artifactbench,strict_unseen,1115,864,0.7166505771466534
mean_pooling,fakemusiccaps,artifactbench,strict_unseen_disclosed,230,864,0.5899959742351046
mean_pooling,fakemusiccaps,echoes,all,742,59,0.7931723696834025
mean_pooling,fakemusiccaps,echoes,seen_brand_seen_class,150,59,0.9448022598870057
mean_pooling,fakemusiccaps,echoes,unseen_brand_seen_class,177,59,0.9900411759073062
mean_pooling,fakemusiccaps,echoes,seen_brand_unseen_class,0,59,
mean_pooling,fakemusiccaps,echoes,strict_unseen,415,59,0.6544006534613028
mean_pooling,fakemusiccaps,echoes,strict_unseen_disclosed,143,59,0.8971198293232192
mean_pooling,fakemusiccaps,sonics,all,2500,2500,0.9011167999999999
mean_pooling,fakemusiccaps,sonics,seen_brand_seen_class,0,2500,
mean_pooling,fakemusiccaps,sonics,unseen_brand_seen_class,0,2500,
mean_pooling,fakemusiccaps,sonics,seen_brand_unseen_class,0,2500,
mean_pooling,fakemusiccaps,sonics,strict_unseen,2500,2500,0.9011167999999999
mean_pooling,fakemusiccaps,sonics,strict_unseen_disclosed,0,2500,
mean_pooling,fakemusiccaps,music8k,all,3614,1102,0.5918969835997739
mean_pooling,fakemusiccaps,music8k,seen_brand_seen_class,0,1102,
mean_pooling,fakemusiccaps,music8k,unseen_brand_seen_class,1651,1102,0.6657671036967092
mean_pooling,fakemusiccaps,music8k,seen_brand_unseen_class,0,1102,
mean_pooling,fakemusiccaps,music8k,strict_unseen,1963,1102,0.529767809743411
mean_pooling,fakemusiccaps,music8k,strict_unseen_disclosed,1293,1102,0.5258827723761761
mean_pooling,sonics,artifactbench,all,1259,672,0.8209794243352623
mean_pooling,sonics,artifactbench,seen_brand_seen_class,659,672,0.7267809722523304
mean_pooling,sonics,artifactbench,unseen_brand_seen_class,80,672,1.0
mean_pooling,sonics,artifactbench,seen_brand_unseen_class,0,672,
mean_pooling,sonics,artifactbench,strict_unseen,520,672,0.9128162202380952
mean_pooling,sonics,artifactbench,strict_unseen_disclosed,520,672,0.9128162202380952
mean_pooling,sonics,echoes,all,742,59,0.8297546712960848
mean_pooling,sonics,echoes,seen_brand_seen_class,136,59,0.5660518444666002
mean_pooling,sonics,echoes,unseen_brand_seen_class,136,59,0.7584122632103689
mean_pooling,sonics,echoes,seen_brand_unseen_class,0,59,
mean_pooling,sonics,echoes,strict_unseen,470,59,0.9267039307609088
mean_pooling,sonics,echoes,strict_unseen_disclosed,470,59,0.9267039307609088
mean_pooling,sonics,fakemusiccaps,all,5520,1102,0.874594610589442
mean_pooling,sonics,fakemusiccaps,seen_brand_seen_class,0,1102,
mean_pooling,sonics,fakemusiccaps,unseen_brand_seen_class,0,1102,
mean_pooling,sonics,fakemusiccaps,seen_brand_unseen_class,0,1102,
mean_pooling,sonics,fakemusiccaps,strict_unseen,5520,1102,0.874594610589442
mean_pooling,sonics,fakemusiccaps,strict_unseen_disclosed,5520,1102,0.874594610589442
mean_pooling,sonics,music8k,all,3614,1102,0.545615985223827
mean_pooling,sonics,music8k,seen_brand_seen_class,670,1102,0.39989842078175364
mean_pooling,sonics,music8k,unseen_brand_seen_class,0,1102,
mean_pooling,sonics,music8k,seen_brand_unseen_class,0,1102,
mean_pooling,sonics,music8k,strict_unseen,2944,1102,0.578778610283674
mean_pooling,sonics,music8k,strict_unseen_disclosed,2944,1102,0.578778610283674
attention_pooling,artifactbench,echoes,all,742,59,0.9657933208460872
attention_pooling,artifactbench,echoes,seen_brand_seen_class,359,59,0.9578395732023983
attention_pooling,artifactbench,echoes,unseen_brand_seen_class,179,59,0.9812517754000568
attention_pooling,artifactbench,echoes,seen_brand_unseen_class,0,59,
attention_pooling,artifactbench,echoes,strict_unseen,204,59,0.9662263210368893
attention_pooling,artifactbench,echoes,strict_unseen_disclosed,204,59,0.9662263210368893
attention_pooling,artifactbench,fakemusiccaps,all,5520,1102,0.894156129172256
attention_pooling,artifactbench,fakemusiccaps,seen_brand_seen_class,2208,1102,0.9179407007022804
attention_pooling,artifactbench,fakemusiccaps,unseen_brand_seen_class,0,1102,
attention_pooling,artifactbench,fakemusiccaps,seen_brand_unseen_class,0,1102,
attention_pooling,artifactbench,fakemusiccaps,strict_unseen,3312,1102,0.8782997481522397
attention_pooling,artifactbench,fakemusiccaps,strict_unseen_disclosed,3312,1102,0.8782997481522397
attention_pooling,artifactbench,sonics,all,2500,2500,0.99998648
attention_pooling,artifactbench,sonics,seen_brand_seen_class,2500,2500,0.99998648
attention_pooling,artifactbench,sonics,unseen_brand_seen_class,0,2500,
attention_pooling,artifactbench,sonics,seen_brand_unseen_class,0,2500,
attention_pooling,artifactbench,sonics,strict_unseen,0,2500,
attention_pooling,artifactbench,sonics,strict_unseen_disclosed,0,2500,
attention_pooling,artifactbench,music8k,all,3614,1102,0.9222438048444394
attention_pooling,artifactbench,music8k,seen_brand_seen_class,670,1102,0.9392305712815234
attention_pooling,artifactbench,music8k,unseen_brand_seen_class,1651,1102,0.9011886872719718
attention_pooling,artifactbench,music8k,seen_brand_unseen_class,0,1102,
attention_pooling,artifactbench,music8k,strict_unseen,1293,1102,0.9403264541865104
attention_pooling,artifactbench,music8k,strict_unseen_disclosed,1293,1102,0.9403264541865104
attention_pooling,echoes,artifactbench,all,1405,864,0.9127615493607487
attention_pooling,echoes,artifactbench,seen_brand_seen_class,1005,864,0.9085832412014004
attention_pooling,echoes,artifactbench,unseen_brand_seen_class,180,864,0.9596932870370369
attention_pooling,echoes,artifactbench,seen_brand_unseen_class,130,864,0.9491408475783476
attention_pooling,echoes,artifactbench,strict_unseen,90,864,0.8130079732510288
attention_pooling,echoes,artifactbench,strict_unseen_disclosed,90,864,0.8130079732510288
attention_pooling,echoes,fakemusiccaps,all,5520,1102,0.8464812001893791
attention_pooling,echoes,fakemusiccaps,seen_brand_seen_class,2208,1102,0.8788169648728267
attention_pooling,echoes,fakemusiccaps,unseen_brand_seen_class,2208,1102,0.8603001131013441
attention_pooling,echoes,fakemusiccaps,seen_brand_unseen_class,0,1102,
attention_pooling,echoes,fakemusiccaps,strict_unseen,1104,1102,0.7541718449985534
attention_pooling,echoes,fakemusiccaps,strict_unseen_disclosed,1104,1102,0.7541718449985534
attention_pooling,echoes,sonics,all,2500,2500,0.9952919199999999
attention_pooling,echoes,sonics,seen_brand_seen_class,1702,2500,0.9992726204465335
attention_pooling,echoes,sonics,unseen_brand_seen_class,798,2500,0.986801754385965
attention_pooling,echoes,sonics,seen_brand_unseen_class,0,2500,
attention_pooling,echoes,sonics,strict_unseen,0,2500,
attention_pooling,echoes,sonics,strict_unseen_disclosed,0,2500,
attention_pooling,echoes,music8k,all,3614,1102,0.9012875417940114
attention_pooling,echoes,music8k,seen_brand_seen_class,1659,1102,0.897640215772955
attention_pooling,echoes,music8k,unseen_brand_seen_class,662,1102,0.8639729467433559
attention_pooling,echoes,music8k,seen_brand_unseen_class,0,1102,
attention_pooling,echoes,music8k,strict_unseen,1293,1102,0.9250719004888812
attention_pooling,echoes,music8k,strict_unseen_disclosed,1293,1102,0.9250719004888812
attention_pooling,fakemusiccaps,artifactbench,all,1405,864,0.8012517299327797
attention_pooling,fakemusiccaps,artifactbench,seen_brand_seen_class,190,864,0.9986750730994152
attention_pooling,fakemusiccaps,artifactbench,unseen_brand_seen_class,100,864,0.9729571759259259
attention_pooling,fakemusiccaps,artifactbench,seen_brand_unseen_class,0,864,
attention_pooling,fakemusiccaps,artifactbench,strict_unseen,1115,864,0.7522104924431158
attention_pooling,fakemusiccaps,artifactbench,strict_unseen_disclosed,230,864,0.6218120974235104
attention_pooling,fakemusiccaps,echoes,all,742,59,0.8067636712503997
attention_pooling,fakemusiccaps,echoes,seen_brand_seen_class,150,59,0.9566101694915253
attention_pooling,fakemusiccaps,echoes,unseen_brand_seen_class,177,59,0.9942545245619074
attention_pooling,fakemusiccaps,echoes,seen_brand_unseen_class,0,59,
attention_pooling,fakemusiccaps,echoes,strict_unseen,415,59,0.6726363079436389
attention_pooling,fakemusiccaps,echoes,strict_unseen_disclosed,143,59,0.8972383548654735
attention_pooling,fakemusiccaps,sonics,all,2500,2500,0.9458496000000001
