system,trainer,target,carried_fpr,carried_tpr,paired_carried_fpr,paired_carried_tpr,recalibrated_fpr,recalibrated_tpr,n_human_test
specttra,artifactbench,sonics,0.1308,0.9823999999999999,,,,,
specttra,artifactbench,music8k,0.3421,0.5507,,,,,
specttra,echoes,artifactbench,0.0186,0.22160000000000007,0.019637462235649546,0.2215099715099715,0.06042296072507553,0.3418803418803419,662.0
specttra,echoes,fakemusiccaps,0.1706,0.3128000000000001,0.15853658536585366,0.3128623188405797,0.026607538802660754,0.07952898550724638,902.0
specttra,echoes,sonics,0.1272,0.51,,,,,
specttra,echoes,music8k,0.1706,0.3318,,,,,
specttra,fakemusiccaps,artifactbench,0.0012,0.2992,0.0015105740181268882,0.29914529914529914,0.055891238670694864,0.4886039886039886,662.0
specttra,fakemusiccaps,echoes,0.0339,0.2709000000000001,,,,,
specttra,fakemusiccaps,sonics,0.0184,0.6943999999999999,,,,,
specttra,fakemusiccaps,music8k,0.0463,0.06729999999999992,,,,,
specttra,sonics,artifactbench,0.0955,0.34730000000000005,0.09361702127659574,0.34737678855325915,0.04468085106382979,0.3004769475357711,470.0
specttra,sonics,echoes,0.0847,0.4527000000000001,,,,,
specttra,sonics,fakemusiccaps,0.1661,0.4173000000000001,0.17073170731707318,0.4172101449275362,0.052106430155210645,0.2634057971014493,902.0
specttra,sonics,music8k,0.1688,0.01820000000000005,,,,,
sofia_vag,artifactbench,echoes,0.1864,0.4311999999999999,,,,,
sofia_vag,artifactbench,fakemusiccaps,0.2831,0.6453000000000001,0.2915742793791574,0.6452898550724637,0.06762749445676275,0.1269927536231884,902.0
sofia_vag,artifactbench,sonics,0.0212,0.39039999999999997,,,,,
sofia_vag,artifactbench,music8k,0.2831,0.2409,,,,,
sofia_vag,echoes,artifactbench,0.0799,0.5986999999999999,0.07981927710843373,0.598576512455516,0.04819277108433735,0.5430604982206406,664.0
sofia_vag,echoes,fakemusiccaps,0.2241,0.6651,0.21951219512195122,0.6652173913043479,0.05432372505543237,0.2576086956521739,902.0
sofia_vag,echoes,sonics,0.0824,0.8832,,,,,
sofia_vag,echoes,music8k,0.2241,0.7228999999999999,,,,,
sofia_vag,fakemusiccaps,artifactbench,0.0197,0.24690000000000006,0.018072289156626505,0.24697508896797152,0.0391566265060241,0.3167259786476868,664.0
sofia_vag,fakemusiccaps,echoes,0.0508,0.5526,,,,,
sofia_vag,fakemusiccaps,sonics,0.002,0.10000000000000009,,,,,
sofia_vag,fakemusiccaps,music8k,0.049,0.07300000000000002,,,,,
sofia_vag,sonics,artifactbench,0.0774,0.3710000000000001,0.07838983050847458,0.3709293089753773,0.048728813559322036,0.3193010325655282,472.0
sofia_vag,sonics,echoes,0.2712,0.48919999999999997,,,,,
sofia_vag,sonics,fakemusiccaps,0.2967,0.36890000000000006,0.30598669623059865,0.36884057971014494,0.05543237250554324,0.08695652173913043,902.0
sofia_vag,sonics,music8k,0.2967,0.06850000000000006,,,,,
musicdet,artifactbench,echoes,0.1695,0.2291000000000001,,,,,
musicdet,artifactbench,fakemusiccaps,0.1624,0.1793999999999999,0.15964523281596452,0.1793478260869565,0.025498891352549888,0.04221014492753623,902.0
musicdet,artifactbench,sonics,0.0708,0.24000000000000002,,,,,
musicdet,artifactbench,music8k,0.1624,0.11699999999999999,,,,,
musicdet,echoes,artifactbench,0.0046,0.014200000000000053,0.006042296072507553,0.014245014245014245,0.06797583081570997,0.292022792022792,662.0
musicdet,echoes,fakemusiccaps,0.0209,0.023699999999999912,0.018847006651884702,0.023731884057971015,0.03436807095343681,0.04692028985507246,902.0
musicdet,echoes,sonics,0.0048,0.006400000000000045,,,,,
musicdet,echoes,music8k,0.0209,0.0027000000000000045,,,,,
musicdet,fakemusiccaps,artifactbench,0.0139,0.04269999999999993,0.013595166163141994,0.042735042735042736,0.061933534743202415,0.15384615384615385,662.0
musicdet,fakemusiccaps,echoes,0.0678,0.0767999999999999,,,,,
musicdet,fakemusiccaps,sonics,0.0204,0.033199999999999924,,,,,
musicdet,fakemusiccaps,music8k,0.049,0.07379999999999994,,,,,
musicdet,sonics,artifactbench,0.0388,0.1678,0.03404255319148936,0.16772655007949125,0.031914893617021274,0.15818759936406995,470.0
musicdet,sonics,echoes,0.1017,0.25070000000000003,,,,,
musicdet,sonics,fakemusiccaps,0.1525,0.18810000000000007,0.15077605321507762,0.18804347826086956,0.03547671840354767,0.05235507246376812,902.0
musicdet,sonics,music8k,0.1525,0.13290000000000005,,,,,
clam_released,mom,artifactbench,,,,,,,
clam_released,mom,echoes,,,,,,,
clam_released,mom,fakemusiccaps,,,,,,,
clam_released,mom,sonics,,,,,,,
clam_released,mom,music8k,,,,,,,
sofia_vag_released,sonics,artifactbench,0.0417,0.5839,,,,,
sofia_vag_released,sonics,echoes,0.0508,0.44059999999999994,,,,,
sofia_vag_released,sonics,fakemusiccaps,0.0917,0.33009999999999995,,,,,
sofia_vag_released,sonics,music8k,0.0917,0.5318999999999999,,,,,
specttra_released,sonics,artifactbench,,,,,,,
specttra_released,sonics,echoes,,,,,,,
specttra_released,sonics,fakemusiccaps,,,,,,,
specttra_released,sonics,music8k,,,,,,,
handcrafted,artifactbench,echoes,0.1017,0.38950000000000007,,,,,
handcrafted,artifactbench,fakemusiccaps,0.2042,0.47780000000000006,,,,,
handcrafted,artifactbench,sonics,0.0292,0.4997999999999999,,,,,
handcrafted,artifactbench,music8k,0.2042,0.22160000000000007,,,,,
handcrafted,echoes,artifactbench,0.0197,0.18230000000000007,,,,,
handcrafted,echoes,fakemusiccaps,0.1298,0.3106000000000001,,,,,
handcrafted,echoes,sonics,0.0089,0.18810000000000002,,,,,
handcrafted,echoes,music8k,0.1298,0.06039999999999998,,,,,
handcrafted,fakemusiccaps,artifactbench,0.0127,0.20429999999999998,,,,,
handcrafted,fakemusiccaps,echoes,0.0339,0.21029999999999988,,,,,
handcrafted,fakemusiccaps,sonics,0.0081,0.2830999999999999,,,,,
handcrafted,fakemusiccaps,music8k,0.049,0.060800000000000035,,,,,
handcrafted,sonics,artifactbench,0.0774,0.3598,,,,,
handcrafted,sonics,echoes,0.1017,0.3841,,,,,
handcrafted,sonics,fakemusiccaps,0.2477,0.3292999999999999,,,,,
handcrafted,sonics,music8k,0.2477,0.0905,,,,,
